cano_smiles,FDA_APPROVED,CT_TOX,group
O(C(=O)C)c1ccccc1C(=O)[O-],1,0,train
s1c([N+](=O)[O-])cnc1NC(=O)c1ccccc1OC(=O)C,1,0,train
O(C(=O)C)c1ccccc1C(O)=O,0,1,train
O(C(=O)C)CC(CCn1c2nc(ncc2nc1)N)COC(=O)C,1,0,train
F[C@@]12[C@H]([C@@H]3C[C@H]4OC(O[C@@]4(C(=O)COC(=O)C)[C@]3(C[C@@H]1O)C)(C)C)C[C@H](F)C1=CC(=O)C=C[C@@]12C,1,0,train
O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)COC(=O)C)[C@]4(C[C@@H]3O)C)CCC2=C1)C,1,0,train
O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)COC(=O)C)[C@]4(CC3=O)C)CCC2=C1)C,1,0,train
O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@H](C(=O)COC(=O)C)[C@]4(CC3)C)CCC2=C1)C,1,0,train
s1cc(nc1N)/C(=N/OC)/C(=O)N[C@H]1[C@H]2SCC(COC(=O)C)=C(N2C1=O)C(=O)[O-],1,0,train
s1cccc1CC(=O)N[C@H]1[C@H]2SCC(COC(=O)C)=C(N2C1=O)C(=O)[O-],1,0,train
S1[C@H]2N(C(C(=O)[O-])=C(C1)COC(=O)C)C(=O)[C@H]2NC(=O)CSc1ccncc1,1,0,train
O(C(=O)C)CC[N+](C)(C)C,1,0,train
S(C(=O)C)[C@H]1[C@H]2[C@@H]3CC[C@]4(OC(=O)CC4)[C@]3(CC[C@@H]2[C@@]2(C(=CC(=O)CC2)C1)C)C,1,0,train
S1[C@H]2N(C(C(OC(OC(=O)C)C)=O)=C(C1)COC(=O)N)C(=O)[C@H]2NC(=O)\C(=N/OC)\c1occc1,1,0,train
Oc1ccc(cc1)/C(=C(\CC)/c1ccc(O)cc1)/CC,1,0,train
P(Oc1ccc(cc1)/C(=C(\CC)/c1ccc(OP(=O)([O-])[O-])cc1)/CC)(=O)([O-])[O-],1,0,train
S1(=O)(=O)[C@H]2N([C@@H](C(=O)[O-])C1(C)C)C(=O)C2,1,0,train
S1[C@H]2N([C@@H](C(=O)[O-])C1(C)C)C(=O)[C@H]2N1C(=O)[C@H]([NH2+]C1(C)C)c1ccccc1,1,0,train
S1[C@H]2N([C@@H](C(=O)[O-])C1(C)C)C(=O)[C@H]2NC(=O)[C@H]([NH3+])c1ccc(O)cc1,1,0,train
S1[C@H]2N([C@@H](C(=O)[O-])C1(C)C)C(=O)[C@H]2NC(=O)[C@H]([NH3+])c1ccccc1,1,0,train
S1[C@H]2N([C@@H](C(=O)[O-])C1(C)C)C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCNC1=O)c1ccccc1,1,0,train
S1[C@H]2N([C@@H](C(=O)[O-])C1(C)C)C(=O)[C@H]2NC(=O)[C@H](C(=O)[O-])c1ccsc1,1,0,train
S1[C@H]2N([C@@H](C(=O)[O-])C1(C)C)C(=O)[C@H]2NC(=O)C(C(=O)[O-])c1ccccc1,1,0,train
S1[C@H]2N([C@@H](C(=O)[O-])C1(C)C)C(=O)[C@H]2NC(=O)C1([NH3+])CCCCC1,1,0,train
S1[C@H]2N([C@@H](C(=O)[O-])C1(C)C)C(=O)[C@H]2NC(=O)c1c(OC)cccc1OC,1,0,train
S1[C@H]2N([C@@H](C(=O)[O-])C1(C)C)C(=O)[C@H]2NC(=O)COc1ccccc1,1,0,train
O=C(NC(CC1CCC1)C(=O)C(=O)N)[C@H]1N(C[C@H]2[C@@H]1C2(C)C)C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C,1,0,train
S1C(C)(C)C([NH2+]C1C(NC(=O)Cc1ccccc1)C(=O)NCCCCCC(=O)[O-])C(=O)[O-],1,0,train
OC(=O)CCCCCN1c2c(cccc2)C(C)(C)C1=C,0,1,train
FC(F)(F)c1cc(N2C(=O)C(NC2=O)(C)C)ccc1[N+](=O)[O-],1,0,train
O1C(C)(C)C(=O)N(C)C1=O,1,0,train
S(=O)(=O)([O-])CC12CCC(\C(=C\c3ccc(cc3)\C=C/3\C4CCC(CS(=O)(=O)[O-])(C\3=O)C4(C)C)\C1=O)C2(C)C,1,0,train
S(CCCC\C=C(/NC(=O)[C@H]1CC1(C)C)\C(=O)[O-])C[C@H]([NH3+])C(=O)[O-],1,0,train
OC1(CC(C1)c1nc(c2n1C=CN=C2N)-c1cc2nc(ccc2cc1)-c1ccccc1)C,0,1,train
O=C1N(C)C(=O)CC1(C)c1ccccc1,1,0,train
S(OC[C@]12OC(O[C@H]1[C@@H]1OC(O[C@@H]1CO2)(C)C)(C)C)(=O)(=O)N,1,0,train
[NH3+]C12CC3(CC(C1)(CC(C3)C2)C)C,1,0,train
O=C1CCC2(C3C(C4CCC(C(=O)COC(=O)C(C)(C)C)C4(CC3)C)CCC2=C1)C,1,0,train
O=C1NC(=Nc2n(cnc12)[C@H]1C[C@H](O)[C@@H](CO)C1=C)N,1,0,train
Clc1cc2c(-n3c(CN=C2c2ccccc2F)c[nH+]c3C)cc1,1,0,train
O=C(N1CCc2[nH]c(nc2-c2c1cccc2)C)c1ccc(NC(=O)c2ccccc2-c2ccccc2)cc1,1,0,train
Ic1c(C(=O)NC)c(C)c(C(=O)[O-])c(I)c1NC(=O)C,1,0,train
o1nc2c(n1)cccc2C1C(C(OC(C)C)=O)=C(NC(C)=C1C(OC)=O)C,1,0,train
O(C(=O)C=1C(C(C(OC)=O)=C(NC=1C)C)c1ccccc1[N+](=O)[O-])C,1,0,train
O(C(=O)C=1C(C(C(OC)=O)=C(NC=1C)C)c1ccccc1[N+](=O)[O-])CC(C)C,1,0,train
O(C(=O)C=1C(C(C(OC)=O)=C(NC=1C)C)c1cc([N+](=O)[O-])ccc1)CC[NH+](Cc1ccccc1)C,1,0,train
O1Cc2c(c(O)c(C\C=C(\CCC(OCCN3CCOCC3)=O)/C)c(OC)c2C)C1=O,0,1,train
O1c2c(CC[C@]1(CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)C)c(C)c(OC(=O)C)c(C)c2C,1,0,train
O1c2c(CCC1(CCCC(CCCC(CCCC(C)C)C)C)C)c(C)c(OC(=O)C)c(C)c2C,1,0,train
Oc1c(CO)c(cnc1C)CO,1,0,train
P(OCc1cnc(C)c(O)c1CN(CC[NH+](Cc1c(O)c(ncc1COP(=O)([O-])[O-])C)CC(=O)[O-])CC(=O)[O-])(=O)([O-])[O-],1,0,train
O=C([O-])\C=C(\C=C\C=C(\C=C\C=1C(CCCC=1C)(C)C)/C)/C,1,0,train
O=C([O-])\C=C(\C=C\C=C(\C=C\C=1C(CCCC=1C)(C)C)/C)/C,1,0,train
S1(=O)(=O)CCC(CC1)C(=O)N(CC(=O)Nc1ccc(cc1)-c1ncon1)c1c(cccc1C)C,0,1,train
Clc1cccc(C)c1NC(=O)c1sc(nc1)Nc1nc(nc(N2CCN(CC2)CCO)c1)C,0,1,train
Clc1cccc(Cl)c1-c1noc(C)c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(=O)[O-],1,0,train
S1[C@H]2N([C@@H](C(=O)[O-])C1(C)C)C(=O)[C@H]2NC(=O)c1c(noc1C)-c1ccccc1,1,0,train
Clc1ccccc1-c1noc(C)c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(=O)[O-],1,0,train
O=C1C=2N3C[C@@H]4N[C@@H]4[C@]3(OC)[C@@H](C=2C(=O)C(N)=C1C)COC(=O)N,0,1,train
O=C1C[C@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)C(C)=C1C\C=C\C=C,1,0,train
Fc1cc2onc(c2cc1)C1CC[NH+](CC1)CCC=1C(=O)N2C(=NC=1C)C(O)CCC2,1,0,train
Fc1cc2onc(c2cc1)C1CC[NH+](CC1)CCC=1C(=O)N2C(=NC=1C)CCCC2,1,0,train
Fc1cc2onc(c2cc1)C1CCN(CC1)CCC=1C(=O)N2C(=NC=1C)CCCC2,0,1,train
S1C(Cc2ccc(OCC3(Oc4c(CC3)c(C)c(O)c(C)c4C)C)cc2)C(=O)[N-]C1=O,1,0,train
O1c2c3c4c(c(O)c2C)c(O)c(NC(=O)/C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)\C=C\O[C@]1(C)C3=O)/C)c(\C=N\N1CC[NH+](CC1)C)c4O,1,0,train
O1c2c3c4c(c([O-])c2C)C(=O)C(NC(=O)/C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)\C=C\O[C@]1(C)C3=O)/C)=C1[NH2+]C2(N=C14)CC[NH+](CC2)CC(C)C,1,0,train
Clc1ccc(cc1)C(=O)n1c2c(cc(OC)cc2)c(CC(=O)[O-])c1C,1,0,train
O=C1NC(C)=C(C=C1C#N)c1ccncc1,1,0,train
FC(F)(F)c1cc(NC(=O)c2cc(C#Cc3n4N=CC=Cc4nc3)c(cc2)C)ccc1CN1CCN(CC1)C,0,1,train
FC(F)(F)c1cc(NC(=O)c2cc(Nc3nc(ccn3)-c3cccnc3)c(cc2)C)cc(-n2cc(nc2)C)c1,0,1,train
O=C(Nc1cc(Nc2nc(ccn2)-c2cccnc2)c(cc1)C)c1ccc(cc1)CN1CCN(CC1)C,0,1,train
S(O)(=O)(=O)C.O=C(Nc1cc(Nc2nc(ccn2)-c2cccnc2)c(cc1)C)c1ccc(cc1)CN1CCN(CC1)C,0,1,train
O1[C@H](C)[C@@H](O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)C2)C[C@@H]1Oc1cc2c(c(O)c1C)c([O-])c1c(C[C@@H]([C@H](OC)C(=O)[C@@H](O)[C@H](O)C)[C@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O[C@@H]4O[C@H](C)[C@H](O)[C@H](O[C@@H]5O[C@H](C)[C@@H](O)[C@@](O)(C5)C)C4)C3)C1=O)c2,1,0,train
S(=O)(=O)([O-])C/1=Cc2c(C(=O)\C\1=N\Nc1ccc(cc1C)-c1cc(C)c(N\N=C/3\C(=O)c4c(C=C\3S(=O)(=O)[O-])cc(S(=O)(=O)[O-])cc4N)cc1)c(N)cc(S(=O)(=O)[O-])c2,1,0,train
O(C)c1c(OC)cc(NCc2ccc3nc(nc(N)c3c2C)N)cc1OC,1,0,train
O1[C@@H](Oc2ccc3c(OC(=O)C(NC(=O)c4cc(CC=C(C)C)c(O)cc4)=C3[O-])c2C)[C@H](O)[C@H](OC(=O)N)[C@@H](OC)C1(C)C,1,0,train
S(=O)(Cc1nccc(OCC(F)(F)F)c1C)c1[nH]c2c(n1)cccc2,1,0,train
S(=O)(Cc1nccc(OCCCOC)c1C)c1[nH]c2c(n1)cccc2,1,0,train
FC(F)(F)c1ccc(NC(=O)c2cnoc2C)cc1,1,0,train
S1[C@H]2N(C(C(=O)[O-])=C(C1)C)C(=O)[C@H]2NC(=O)[C@H]([NH3+])C=1CC=CCC=1,1,0,train
[S+](CCCNC(=O)c1nc(sc1)-c1nc(sc1)CCNC(=O)[C@@H](NC(=O)[C@H]([C@H](O)[C@H](NC(=O)[C@@H](NC(=O)c1nc(nc(N)c1C)[C@@H]([NH2+]C[C@H](N)C(=O)N)CC(=O)N)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(=O)N)[C@@H]1O)c1nc[nH]c1)C)C)[C@H](O)C)(C)C,1,0,train
O=C1N(CCc2n(c3c(c12)cccc3)C)Cc1nc[nH]c1C,1,0,train
S(Cc1nc[nH]c1C)CCN\C(=N\C#N)\NC,1,0,train
S(=O)([O-])(=Nc1onc(C)c1C)c1ccc(N)cc1,1,0,train
S(=O)(=O)(N(C(=O)C)c1onc(C)c1C)c1ccc(N)cc1,1,0,train
O1c2c(cccc2C(OCC[NH+]2CCCCC2)=O)C(=O)C(C)=C1c1ccccc1,1,0,train
O1CC[NH2+]C(C)C1c1ccccc1,1,0,train
s1c(nc(C)c1C(=O)[O-])-c1cc(C#N)c(OCC(C)C)cc1,1,0,train
s1c[n+](Cc2cnc(nc2N)C)c(C)c1CCO,1,0,train
O1[C@@H]2C[C@H](O)[C@@]3([C@H]([C@H](OC(=O)c4ccccc4)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c5ccccc5)c5ccccc5)C(=C([C@@H](OC(=O)C)C3=O)C4(C)C)C)[C@]2(OC(=O)C)C1)C,1,1,train
O1[C@@H]2C[C@H](O)[C@@]3([C@H]([C@H](OC(=O)c4ccccc4)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(OC(C)(C)C)=O)c5ccccc5)C(=C([C@@H](O)C3=O)C4(C)C)C)[C@]2(OC(=O)C)C1)C,1,1,train
O1Cc2c(c([O-])c(C\C=C(\CCC(=O)[O-])/C)c(OC)c2C)C1=O,1,0,train
O1Cc2c(c([O-])c(C\C=C(\CCC(OCC[NH+]3CCOCC3)=O)/C)c(OC)c2C)C1=O,1,0,train
Fc1c(c2c(N(C=C(C(=O)[O-])C2=O)C2CC2)cc1N1CC([NH2+]CC1)C)C,1,0,train
O(C(C)c1c2[nH]c(C=c3[nH]c(=CC4=NC(=CC5=NC(=C2)C(C)=C5CCC(=O)[O-])C(CCC(=O)[O-])=C4C)c(C)c3C(O)C)c1C)C(C)c1c=2[nH]c(=CC3=NC(=CC4=NC(=Cc5[nH]c(C=2)c(C)c5C(O)C)C(C)=C4CCC(=O)[O-])C(CCC(=O)[O-])=C3C)c1C,1,0,train
O(C(=O)C1=CC=C2C=3NC(=CC4=NC(=Cc5[nH]c(C=C6N=C(C=3)C(C)=C6C=C)c(C)c5CCC(=O)[O-])C(CCC(OC)=O)=C4C)[C@]2(C)[C@@H]1C(OC)=O)C,1,0,train
O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](OC(=O)C)(C(=O)C)[C@]4(CC3)C)C=C(C2=C1)C)C,1,0,train
[nH]1ncc(c1)C,1,0,train
O=C/1Nc2c(cccc2)\C\1=C\c1[nH]c(cc1C)C,1,0,train
O(C)c1cc(C)c(\C=C\C(=C\C=C\C(=C\C(=O)[O-])\C)\C)c(C)c1C,1,0,train
Oc1c(C)c(CC2=[NH+]CCN2)c(cc1C(C)(C)C)C,1,0,train
Brc1c(C)c(NC(=O)C[NH+](CC(=O)[O-])CC(=O)[O-])c(cc1C)C,1,0,train
O(C(=O)C)c1c(C)c(C)c(OCC(O)C[NH2+]C(C)C)cc1C,1,0,train
S1[C@H]2N(C(C(=O)[O-])=C(C1)CSc1nnnn1C)C(=O)[C@H]2NC(=O)[C@H](NC(=O)c1cnc(cc1O)C)c1ccc(O)cc1,1,0,train
[n+]1(c2c(cc(N(C)C)cc2)ccc1\C=C\c1cc(n(c1C)-c1ccccc1)C)C,1,0,train
P(Oc1c2c(cccc2)c(OP(=O)([O-])[O-])cc1C)(=O)([O-])[O-],1,0,train
O1C(CNC1=O)COc1cc(cc(c1)C)C,1,0,train
n1c(Nc2c(cc(cc2C)\C=C\C#N)C)ccnc1Nc1ccc(cc1)C#N,1,0,train
O=C1N([O-])C(=CC(=C1)C)C1CCCCC1,1,0,train
O=C1c2c(cccc2)C(=O)C=C1C,1,0,train
O1c2c(cc3c(oc(c3)C)c2C)C(=CC1=O)C,1,0,train
O=C([O-])c1ccc(cc1)C(=C)c1cc2c(cc1C)C(CCC2(C)C)(C)C,1,0,train
O=C1NC(=O)N=C2N(c3cc(C)c(cc3N=C12)C)C[C@H](O)[C@H](O)[C@H](O)CO,1,0,train
P(OC[C@@H](O)[C@@H](O)[C@@H](O)CN1C2=NC(=O)NC(=O)C2=Nc2cc(C)c(cc12)C)(=O)([O-])[O-],1,0,train
P(O[C@H]1[C@@H](O)[C@H](O[C@@H]1CO)n1c2cc(C)c(cc2nc1)C)(O[C@H](CNC(=O)CC[C@]1(C\2=NC([C@@]3(N=C([C@@H](CCC(=O)N)[C@@]3(CC(=O)N)C)\C(=C\3/N\C(=C/C4=N\C(\[C@@H](CCC(=O)N)C4(C)C)=C/2\C)\[C@@H](CCC(=O)N)[C@@]/3(CC(=O)N)C)\C)C)[C@@H]1CC(=O)N)C)C)(=O)[O-],1,0,train
S1C2=Nc3c(NC(N4CC[NH+](CC4)C)=C2C=C1C)cccc3,1,0,train
s1c2Nc3c([NH+]=C(N4CC[NH+](CC4)C)c2cc1C)cccc3,1,0,train
Clc1ccc(cc1S(=O)(=O)N)C(=O)NN1c2c(CC1C)cccc2,1,0,train
O1[C@@H]2[C@]34CC[NH+]([C@H](Cc5c3c1c(O)cc5)[C@]4(O)CCC2=C)CC1CC1,1,0,train
Oc1ccc(cc1[C@H](CC[NH+](C(C)C)C(C)C)c1ccccc1)C,1,0,train
O(CCCC(C(=O)[O-])(C)C)c1cc(ccc1C)C,1,0,train
O1C(C)C(NC(=O)C=2C3=Nc4c(OC3=C(C)C(=O)C=2N)c(ccc4C(=O)NC2C(OC(=O)C(N(C)C(=O)CN(C)C(=O)C3N(CCC3)C(=O)C(NC2=O)C(C)C)C(C)C)C)C)C(=O)NC(C(C)C)C(=O)N2C(CCC2)C(=O)N(CC(=O)N(C)C(C(C)C)C1=O)C,1,0,train
[NH+]1(CCCC1)C\C=C(/c1ccc(cc1)C)\c1ncccc1,1,0,train
Oc1cc(cc([N+](=O)[O-])c1[O-])C(=O)c1ccc(cc1)C,1,0,train
O=C(c1ccc(cc1)C)c1n(C)c(cc1)CC(=O)[O-],1,0,train
O=C(N(C)C)Cc1n2C=C(C=Cc2nc1-c1ccc(cc1)C)C,1,0,train
S(=O)(=O)(N)c1ccc(-n2nc(cc2-c2ccc(cc2)C)C(F)(F)F)cc1,1,1,train
S(=O)([O-])(=NC(=O)N[NH+]1CCCCCC1)c1ccc(cc1)C,1,0,train
O=C1/C(=N/NC=2C(=O)N(NC=2C)c2cc(C)c(cc2)C)/C=CC=C1c1cc(ccc1)C(=O)[O-],1,0,train
FC(F)(F)c1cc(NC(=O)c2cc(Nc3nc(ccn3)-c3cccnc3)c(cc2)C)cc(-n2cc(nc2)C)c1,1,0,train
O=C(Nc1cc(Nc2nc(ccn2)-c2cccnc2)c(cc1)C)c1ccc(cc1)CN1CC[NH+](CC1)C,1,0,train
Clc1ccc(cc1)C(N1CC[NH+](CC1)Cc1cc(ccc1)C)c1ccccc1,1,0,train
S(=O)([O-])(=NC(=O)NC(C)C)c1cnccc1Nc1cc(ccc1)C,1,0,train
O=C([O-])c1ccccc1Nc1cccc(C)c1C,1,0,train
O=C(Nc1c(cccc1C)C)C([NH3+])C,1,0,train
O=C(Nc1c(cccc1C)C)C1[NH+](CCCC1)C,1,0,train
O=C(Nc1c(cccc1C)C)C[NH+](CC(=O)[O-])CC(=O)[O-],1,0,train
O(CC(O)CN1CC[NH+](CC1)CC(=O)Nc1c(cccc1C)C)c1ccccc1OC,1,0,train
O(CC([NH3+])C)c1c(cccc1C)C,1,0,train
O(CC(=O)N[C@H]([C@@H](O)C[C@@H](NC(=O)[C@@H](N1CCCNC1=O)C(C)C)Cc1ccccc1)Cc1ccccc1)c1c(cccc1C)C,1,0,train
O(C(c1ccccc1C)c1ccccc1)CC[NH+](C)C,1,0,train
Clc1cc2c(N(CCCC2O)C(=O)c2ccc(NC(=O)c3ccccc3C)cc2C)cc1,1,0,train
Clc1cc2NC(N(c3ccccc3C)C(=O)c2cc1S(=O)(=O)N)C,1,0,train
[NH+]1(CCN(CC1)c1ccccc1C)CCc1n2CCCCc2nn1,1,0,train
S(=O)([O-])(=NC(=O)c1cc(OC)c(cc1)Cc1c2cc(NC(OC3CCCC3)=O)ccc2n(c1)C)c1ccccc1C,1,0,train
O=C1N2C(=NC=C1c1nnn[n-]1)C(=CC=C2)C,1,0,train
O1c2c3c4c(c(O)c2C)c(O)c(NC(=O)/C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)\C=C\O[C@]1(C)C3=O)/C)c1n2c(nc14)C=C(C=C2)C,1,0,train
S(=O)([O-])(=Nc1nc(ccn1)C)c1ccc(N)cc1,1,0,train
O=C1Nc2c(nccc2C)N(c2ncccc12)C1CC1,1,0,train
s1ccc(C)c1C(=CCC[NH+]1C[C@@H](CCC1)C(=O)[O-])c1sccc1C,1,0,train
O1[C@@H](CO)[C@H](O)C[C@H]1N1C=C(C)C(=O)NC1=O,1,0,train
O1[C@@H](C=C[C@@H]1N1C=C(C)C(=O)NC1=O)CO,1,0,train
Fc1cc2c(N(C=C(C(=O)[O-])C2=O)C2CC2)c(OC)c1N1CC([NH2+]CC1)C,1,0,train
S(=O)(Cc1ncc(C)c(OC)c1C)c1[nH]c2cc(OC)ccc2n1,1,0,train
S(=O)([O-])(=NC(=O)NC1CCCCC1)c1ccc(cc1)CCNC(=O)c1ncc(nc1)C,1,0,train
s1c(cnc1NC(=O)C=1N(S(=O)(=O)c2c(cccc2)C=1O)C)C,1,0,train
Fc1cc2c3N(C=C(C(=O)[O-])C2=O)C(COc3c1N1CC[NH+](CC1)C)C,1,0,train
OCCn1c(ncc1[N+](=O)[O-])C,1,0,train
Fc1ccc(cc1)CNC(=O)C=1N=C(N(C)C(=O)C=1[O-])C(NC(=O)c1oc(nn1)C)(C)C,1,0,train
s1c(nnc1N=S(=O)([O-])c1ccc(N)cc1)C,1,0,train
s1c(nnc1SCC=1CS[C@H]2N(C=1C(=O)[O-])C(=O)[C@H]2NC(=O)Cn1nnnc1)C,1,0,train
Clc1cc2c(-n3c(nnc3C)CN=C2c2ccccc2)cc1,1,0,train
Clc1ccccc1C1=NCc2n(-c3c1cc(Cl)cc3)c(nn2)C,1,0,train
Clc1cc2S(=O)(=O)N=C(Nc2cc1)C,1,0,train
O(C)c1cc2N([C@@H]3[C@@]4([C@H]5N(CC=C[C@@]5(CC)[C@@H](OC(=O)C)[C@]3(O)C(OC)=O)CC4)c2cc1[C@@]1(c2[nH]c3c(c2CCN2C[C@@](O)(C[C@H](C1)C2)CC)cccc3)C(OC)=O)C=O,0,1,train
S(O)(O)(=O)=O.O(C)c1cc2N([C@@H]3[C@@]4([C@H]5N(CC=C[C@@]5(CC)[C@@H](OC(=O)C)[C@]3(O)C(OC)=O)CC4)c2cc1[C@@]1(c2[nH]c3c(c2CCN2C[C@@](O)(C[C@H](C1)C2)CC)cccc3)C(OC)=O)C=O,0,1,train
Fc1cc(F)ccc1[C@@]1(OC[C@H](C1)COc1ccc(N2CCN(CC2)c2ccc(N3C=NN([C@H]([C@@H](O)C)CC)C3=O)cc2)cc1)Cn1ncnc1,1,0,train
O([C@H](C(C[C@@H]([NH+](C)C)C)(c1ccccc1)c1ccccc1)CC)C(=O)C,1,0,train
O=C1N(CCC1)[C@@H](CC)C(=O)N,1,0,train
O1[C@@]23[C@H]([C@@]4(O)[C@H]([C@H]5[C@H]([C@@H](O)[C@@H]4OC(=O)[C@@H](CC)C)[C@](O)([C@H]4[NH+](C[C@H](CC4)C)C5)C)C2)[C@H](OC(=O)C)[C@H](OC(=O)C)[C@@H]2[C@@]1(O)[C@@H](OC(=O)[C@@](O)(CC)C)CC[C@@]23C,1,0,train
Oc1cc(ccc1)[C@@H]([C@H](C[NH+](C)C)C)CC,1,0,train
OC[C@@H](NCC[NH2+][C@@H](CC)CO)CC,1,0,train
OC[C@@H](NC(=O)[C@@H]1C=C2[C@H]([NH+](C1)C)Cc1c3c2cccc3[nH]c1)CC,1,0,train
OC[C@@H](NC(=O)[C@@H]1C=C2[C@H]([NH+](C1)C)Cc1c3c2cccc3n(c1)C)CC,1,0,train
Cl[C@H]1CC[C@H](C[C@H]1OC)\C=C(/C)\[C@H]1OC(=O)[C@H]2N(CCCC2)C(=O)C(=O)[C@@]2(O[C@@H]([C@@H](OC)C[C@H]2C)[C@@H](OC)C[C@H](C\C(=C/[C@@H](CC)C(=O)C[C@H](O)[C@H]1C)\C)C)O,1,0,train
O1[C@H](CC)[C@](O)(C)[C@H](O)[C@H]([NH+](C[C@@H](C[C@](O)(C)[C@H](O[C@@H]2O[C@@H](C[C@H]([NH+](C)C)[C@H]2O)C)C(C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@](OC)(C2)C)[C@@H](C)C1=O)C)C)C,1,0,train
O1[C@H](CC)[C@](O)(C)[C@H](O)[C@@H](C)C(=O)[C@@H](C[C@](O)(C)[C@H](O[C@@H]2O[C@@H](C[C@H]([NH+](C)C)[C@H]2O)C)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@](OC)(C2)C)[C@@H](C)C1=O)C,1,0,train
O1[C@H](CC)[C@](O)(C)[C@H](O)[C@@H](C)C(=O)[C@@H](C[C@](OC)(C)[C@H](O[C@@H]2O[C@@H](C[C@H]([NH+](C)C)[C@H]2O)C)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@](OC)(C2)C)[C@@H](C)C1=O)C,1,0,train
O1[C@H](CC)[C@](O)(C)[C@H](O)[C@@H](C)C(=O)[C@@H](C[C@](O)(C)[C@H](O[C@@H]2O[C@@H](C[C@H]([NH+](C)C)[C@H]2OC(=O)CC)C)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@](OC)(C2)C)[C@@H](C)C1=O)C,1,0,train
S(CC1CN2C(CC1=O)C(=O)N[C@@H](c1ccccc1)C(O[C@H](C)[C@H](NC(=O)c1ncccc1O)C(=O)N[C@H](CC)C(=O)N1[C@@H](CCC1)C(=O)N(C)[C@@H](Cc1ccc(N(C)C)cc1)C2=O)=O)[C@H]1C2CC[NH+](C1)CC2,1,0,train
O=C1CC[C@@H]2[C@@H]3[C@H]([C@@H]4CC[C@@](O)(C#C)[C@]4(CC3=C)CC)CCC2=C1,1,0,train
O=C1CC[C@@H]2[C@@H]3[C@H]([C@@H]4CC[C@@](O)(C#C)[C@]4(CC3)CC)CCC2=C1,1,0,train
O(C(=O)C)[C@]1(CC[C@H]2[C@H]3[C@@H]([C@@H]4C(=C/C(=N/O)/CC4)CC3)CC[C@]12CC)C#C,1,0,train
O1[C@@H]2C[C@@]3(O[C@H]([C@H](CC)C)[C@H](CC3)C)O[C@H](C\C=C(/C)\[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)[C@H](\C=C\C=C\3/CO[C@@H]4[C@H](O)C(=C[C@H]([C@]/34O)C1=O)C)C)C2,1,0,train
S1SC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])C1)Cc1ccc(O)cc1)[C@H](CC)C)CCC(=O)N)CC(=O)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N,1,0,train
O(C(=O)[C@H](CC)C)[C@@H]1[C@H]2C(=C[C@@H](O)C1)C=C[C@H](C)[C@@H]2CC[C@@H](O)C[C@@H](O)CC(=O)[O-],1,0,train
O1[C@@H](C[C@@H](O)CC1=O)CC[C@@H]1[C@@H]2C(=C[C@@H](C[C@@H]2OC(=O)[C@H](CC)C)C)C=C[C@@H]1C,1,1,train
O1C[C@H](Cc2n(cnc2)C)[C@H](CC)C1=O,1,0,train
