,Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,cano_smiles
459,Benzoxazole,-2.214,2,119.12299999999999,0,2,0,26.030001000000002,-1.16,o1c2c(nc1)cccc2,c1ccc2ocnc2c1
460,1-Pentanol,-1.0420001,1,88.150002,1,0,3,20.23,-0.60000002,OCCCCC,CCCCCO
461,"N,N-Diethylaniline",-3.1600001,1,149.237,0,1,3,3.24,-3.03,N(CC)(CC)c1ccccc1,CCN(CC)c1ccccc1
462,"1,3-Difluorobenzene",-2.6359999,1,114.094,0,1,0,0.0,-2.0,Fc1cc(F)ccc1,Fc1cccc(F)c1
463,3-chloropropionitrile,-0.52200001,1,89.525002,0,0,1,23.790001,-0.28999999,ClCCC#N,N#CCCCl
464,t-Pentylbenzene,-3.8670001000000003,1,148.24899,0,1,1,0.0,-4.150000100000001,C(Cc1ccccc1)(C)(C)C,CC(C)(C)Cc1ccccc1
466,o-Chloroiodobenzene,-4.3839998,1,238.455,0,1,0,0.0,-3.54,Ic1c(Cl)cccc1,Clc1ccccc1I
467,Benzotriazole,-2.21,2,119.12700000000001,1,2,0,41.57,-0.77999997,[nH]1nnc2c1cccc2,c1ccc2[nH]nnc2c1
468,Carbofuran,-3.05,1,221.25599999999997,1,2,1,47.560001,-2.8,O=C(Oc1c2OC(C)(C)Cc2ccc1)NC,CNC(=O)Oc1cccc2c1OC(C)(C)C2
469,"2,6-Dimethylphenol",-2.589,1,122.167,1,1,0,20.23,-1.29,Oc1c(C)cccc1C,Cc1cccc(C)c1O
470,3-Methyl-2-butanol,-0.9540000000000001,1,88.150002,1,0,1,20.23,-0.18000001,OC(C(C)C)C,CC(C)C(C)O
471,benzhydrol,-3.033,1,184.23801,1,2,2,20.23,-2.55,OC(c1ccccc1)c1ccccc1,OC(c1ccccc1)c1ccccc1
472,Methyl decanoate,-3.3160000000000003,1,186.295,0,0,8,26.299999,-4.6900001,O=C(OC)CCCCCCCCC,CCCCCCCCCC(=O)OC
473,Dicapthon,-4.1880002,1,297.65601000000004,0,1,5,70.83000200000001,-4.3099999,Clc1c(OP(=S)(OC)OC)ccc([N+](=O)[O-])c1,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl
474,1-Bromo-2-methylpropane,-2.2880001,1,137.02,0,0,1,0.0,-2.4300001,BrCC(C)C,CC(C)CBr
475,Iodoethane,-2.066,1,155.966,0,0,0,0.0,-1.6,ICC,CCI
476,Pirimicarb,-2.3399999,1,238.291,0,1,2,58.560001,-1.95,O=C(Oc1c(C)c(C)nc(N(C)C)n1)N(C)C,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C
477,1-Bromohexane,-3.0120001,1,165.07401000000002,0,0,4,0.0,-3.8099998999999998,BrCCCCCC,CCCCCCBr
478,2-Methylpentane,-2.5999999,1,86.178001,0,0,2,0.0,-3.74,C(CCC)(C)C,CCCC(C)C
479,Tetrafluthrin,-6.3390002,1,418.73599,0,2,4,26.299999,-7.321000099999999,Cl/C(/C(F)(F)F)=C/C1C(C)(C)C1C(=O)OCc1c(F)c(F)c(C)c(F)c1F,Cc1c(F)c(F)c(COC(=O)C2C(/C=C(/Cl)C(F)(F)F)C2(C)C)c(F)c1F
480,Metolachlor,-3.431,1,283.79901,0,1,6,29.540001,-2.73,ClCC(=O)N(C(COC)C)c1c(CC)cccc1C,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC
481,nifuroxime,-1.8430001,1,156.097,1,1,2,88.870003,-2.1900001000000002,O=[N+]([O-])c1oc(/C=N/O)cc1,O=[N+]([O-])c1ccc(/C=N/O)o1
482,Fluvalinate,-8.057000200000001,1,502.92001,1,3,8,71.349998,-8.0030003,Clc1c(NC(C(=O)OC(C#N)c2cc(Oc3ccccc3)ccc2)C(C)C)ccc(C(F)(F)F)c1,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
483,Amitrole,-0.67400002,1,84.082001,2,1,0,67.589996,0.52200001,Nc1n[nH]cn1,Nc1nc[nH]n1
484,Tribromomethane,-2.904,1,252.731,0,0,0,0.0,-1.91,BrC(Br)Br,BrC(Br)Br
485,Trichlorfon,-1.8660001,1,257.43701,1,0,3,55.759997999999996,-0.22,ClC(Cl)(Cl)C(P(=O)(OC)OC)O,COP(=O)(OC)C(O)C(Cl)(Cl)Cl
486,Phosalone,-5.0240002,1,367.81601,0,2,7,53.599998,-5.2329998,Clc1cc2OC(=O)N(CSP(=S)(OCC)OCC)c2cc1,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21
487,Phenylmethanol,-1.699,1,108.14,1,1,1,20.23,-0.40000001,OCc1ccccc1,OCc1ccccc1
488,Coumatetralyl,-5.1939998,1,292.33401000000003,1,4,1,50.439999,-2.8399999,O=C1C(=C(O)c2c(O1)cccc2)C1c2c(cccc2)CCC1,O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21
489,4-Bromophenol,-3.1319999999999997,1,173.00900000000001,1,1,0,20.23,-1.09,Brc1ccc(O)cc1,Oc1ccc(Br)cc1
490,2-Bromopropane,-1.949,1,122.993,0,0,0,0.0,-1.59,BrC(C)C,CC(C)Br
491,"2,2,4-Trimethylpentane",-3.2760000000000002,1,114.23200000000001,0,0,1,0.0,-4.7399998,C(CC(C)C)(C)(C)C,CC(C)CC(C)(C)C
492,"1,3,5-Trinitrobenzene",-2.3239999,1,213.105,0,1,3,129.42,-2.8900001,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
493,Nimetazepam,-3.5569998999999997,1,295.298,0,3,2,75.809998,-3.7960000000000003,O=[N+]([O-])c1cc2C(c3ccccc3)=NCC(=O)N(C)c2cc1,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21
494,Propane,-1.5530000000000002,1,44.097,0,0,0,0.0,-1.9400001,C(C)C,CCC
495,Minoxidil,-1.8090000000000002,1,209.25301000000002,2,2,1,95.110001,-1.989,[O-][n+]1c(N)nc(N2CCCCC2)cc1N,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
496,1-aminoacridine,-3.5420001000000005,1,194.237,1,3,0,38.91,-4.2199998,Nc1c2c(nc3c(c2)cccc3)ccc1,Nc1cccc2nc3ccccc3cc12
497,Benzo(k)fluoranthene,-6.007000000000001,2,252.31599,0,5,0,0.0,-8.489999800000001,c12c3cccc1-c1c(-c2ccc3)cc2c(c1)cccc2,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12
498,Dicofol,-6.2680001,1,370.48999,1,2,2,20.23,-5.6659999,ClC(Cl)(Cl)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl
499,Acenapthene,-3.7920001000000005,2,154.21201000000002,0,3,0,0.0,-4.630000099999999,c12c3cccc1CCc2ccc3,c1cc2c3c(cccc3c1)CC2
501,"1,4-Dibromobenzene",-4.297999900000001,1,235.90601,0,1,0,0.0,-4.0700002,Brc1ccc(Br)cc1,Brc1ccc(Br)cc1
502,Methazole,-3.6010001000000003,1,261.064,0,2,1,57.139998999999996,-2.8199999,Clc1c(Cl)ccc(N2C(=O)N(C)C(=O)O2)c1,Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O
503,p-Phenylphenol,-3.701,1,170.21099999999998,1,2,1,20.23,-3.48,Oc1ccc(-c2ccccc2)cc1,Oc1ccc(-c2ccccc2)cc1
504,pyracarbolid,-2.8299999,1,217.26801,1,2,2,38.330002,-2.5599998999999998,O=C(Nc1ccccc1)C1=C(C)OCCC1,CC1=C(C(=O)Nc2ccccc2)CCCO1
505,Ethyl vinyl ether,-0.85699999,1,72.10700200000001,0,0,2,9.2299995,-0.85000002,O(C=C)CC,C=COCC
506,1-Butyne,-1.092,1,54.091999,0,0,0,0.0,-1.24,C(#C)CC,C#CCC
507,4-methoxypteridine,-1.589,1,162.15198999999998,0,2,1,60.790001000000004,-1.11,O(C)c1ncnc2nccnc12,COc1ncnc2nccnc12
508,3-Methyl-3-heptanol,-2.017,1,130.231,1,0,4,20.23,-1.6,OC(CCCC)(CC)C,CCCCC(C)(O)CC
509,"1,4-Dichlorobenzene",-3.5580001000000006,1,147.004,0,1,0,0.0,-3.27,Clc1ccc(Cl)cc1,Clc1ccc(Cl)cc1
510,3-Ethanoyloxymethylphenytoin,-2.7230000000000003,1,324.336,1,3,4,75.709999,-4.4699998,O=C(OCN1C(=O)C(c2ccccc2)(c2ccccc2)NC1=O)C,CC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O
511,"Sparsomycin (3,8mg/ml)",-1.5700001000000001,1,361.44501,4,1,8,132.12,-1.9809999,[SH0](=O)(CSC)CC(NC(=O)/C=C/C=1C(=O)NC(=O)NC=1C)CO,CSCS(=O)CC(CO)NC(=O)/C=C/c1c(C)[nH]c(=O)[nH]c1=O
512,3-methylindole,-2.9809999,1,131.17799,1,2,0,15.79,-2.4200001,Cc1c2c([nH]c1)cccc2,Cc1c[nH]c2ccccc12
513,2-methoxypteridine,-1.589,1,162.15198999999998,0,2,1,60.790001000000004,-1.11,O(C)c1nc2nccnc2cn1,COc1ncc2nccnc2n1
514,Dioxacarb,-1.614,1,223.22799999999998,1,2,2,56.790001000000004,-1.5700001000000001,O=C(Oc1c(C2OCCO2)cccc1)NC,CNC(=O)Oc1ccccc1C1OCCO1
515,isocarbamid,-1.508,1,185.22701,2,1,2,61.439999,-2.1500001,O=C(NCC(C)C)N1C(=O)NCC1,CC(C)CNC(=O)N1CCNC1=O
516,Acetonitrile,0.152,1,41.053001,0,0,0,23.790001,0.25999999,N#CC,CC#N
517,Fenoxycarb,-4.6620002000000005,1,301.34201,1,2,7,56.790001000000004,-4.6999998,O=C(OCC)NCCOc1ccc(Oc2ccccc2)cc1,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1
518,acetyl sulfisoxazole,-2.0239999,1,293.34799,1,2,3,89.43,-3.5899998999999996,[SH0](=O)(N(C(=O)C)c1c(C)c(C)no1)c1ccc(N)cc1,CC(=O)N(c1onc(C)c1C)S(=O)c1ccc(N)cc1
519,"1,1,1,2-Tetrachloroethane",-2.7939998999999998,1,167.85001,0,0,0,0.0,-2.1800001,ClC(Cl)(Cl)CCl,ClCC(Cl)(Cl)Cl
520,1-Butanol,-0.68800002,1,74.123001,1,0,2,20.23,0.0,OCCCC,CCCCO
521,Siduron,-3.779,1,232.327,2,2,2,41.130001,-4.110000100000001,O=C(Nc1ccccc1)NC1C(C)CCCC1,CC1CCCCC1NC(=O)Nc1ccccc1
522,"1,3,5-Trichlorobenzene",-4.1589998999999995,1,181.44901000000002,0,1,0,0.0,-4.48,Clc1cc(Cl)cc(Cl)c1,Clc1cc(Cl)cc(Cl)c1
523,Furfural,-1.391,1,96.084999,0,1,1,30.209999,-0.1,O=Cc1occc1,O=Cc1ccco1
524,3-Methylbutan-1-ol,-1.0270000000000001,1,88.150002,1,0,2,20.23,-0.50999999,OCCC(C)C,CC(C)CCO
525,piperonal,-2.033,1,150.13299999999998,0,2,1,35.529999,-1.63,O=Cc1cc2OCOc2cc1,O=Cc1ccc2c(c1)OCO2
526,2-Methylpropene,-1.5730000000000002,1,56.108002,0,0,0,0.0,-2.3299999,C(=C)(C)C,C=C(C)C
527,Benzaldehyde,-1.999,1,106.124,0,1,1,17.07,-1.1900001,O=Cc1ccccc1,O=Cc1ccccc1
528,"2,3-Dimethyl-1,3-Butadiene",-2.052,1,82.146004,0,0,1,0.0,-2.4000001,C(C(=C)C)(=C)C,C=C(C)C(=C)C
529,Benfuracarb,-5.132999900000001,1,410.53601000000003,0,2,8,68.309998,-4.71,S(N(C(C)C)CCC(=O)OCC)N(C(=O)Oc1c2OC(C)(C)Cc2ccc1)C,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C
530,RTI 10,-2.7709999,1,226.235,0,3,0,42.43,-3.6719998999999994,O=C1N(C)c2c(Oc3ncccc13)cccc2,CN1C(=O)c2cccnc2Oc2ccccc21
531,Fluorene ,-4.125,2,166.22301000000002,0,3,0,0.0,-5.0,c12-c3c(cccc3)Cc1cccc2,c1ccc2c(c1)Cc1ccccc1-2
532,Methylcyclohexane ,-2.891,1,98.189003,0,1,0,0.0,-3.8499999,CC1CCCCC1,CC1CCCCC1
533,sulfaguanidine,-0.70599997,1,214.25,4,1,2,122.06,-1.99,S(=O)(=O)(NC(=N)N)c1ccc(N)cc1,N=C(N)NS(=O)(=O)c1ccc(N)cc1
534,Methylparaben,-2.441,1,152.149,1,1,1,46.529999,-1.827,O=C(OC)c1ccc(O)cc1,COC(=O)c1ccc(O)cc1
535,2-Methyltetrahydrofurane,-1.034,1,86.134003,0,1,0,9.2299995,0.11,CC1OCCC1,CC1CCCO1
536,Santonin,-2.4300001,1,246.30599999999998,0,3,0,43.369999,-3.0899999,O=C1C(C)C2C(O1)C1=C(C)C(=O)C=CC1(C)CC2,CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O
537,Salicin,-0.97500002,1,286.28,5,2,4,119.61,-0.85000002,O(c1c(CO)cccc1)C1C(O)C(O)C(O)C(CO)O1,OCc1ccccc1OC1OC(CO)C(O)C(O)C1O
538,1-Iodopropane,-2.4860001,1,169.993,0,0,1,0.0,-2.29,ICCC,CCCI
539,Ametryn,-3.4300001000000004,1,227.33701000000002,2,1,5,62.73,-3.04,S(C)c1nc(NC(C)C)nc(NCC)n1,CCNc1nc(NC(C)C)nc(SC)n1
540,1-Propanol,-0.33399999,1,60.096001,1,0,1,20.23,0.62,OCCC,CCCO
541,Hydroxyprogesterone-17a,-3.8759998999999996,1,330.46799,1,4,1,54.369999,-3.8169998999999994,O=C(C)C1(O)C2(C)C(C3C(C4(C)C(=CC(=O)CC4)CC3)CC2)CC1,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
542,2-Pentanol,-0.97000003,1,88.150002,1,0,2,20.23,-0.28999999,OC(CCC)C,CCCC(C)O
543,benzoin,-3.148,1,212.248,1,2,3,37.299999,-2.8499999,O=C(C(O)c1ccccc1)c1ccccc1,O=C(c1ccccc1)C(O)c1ccccc1
544,"2,4-Dimethylphenol",-2.6210001,1,122.167,1,1,0,20.23,-1.1900001,Oc1c(C)cc(C)cc1,Cc1ccc(O)c(C)c1
545,m-Chloronitrobenzene ,-2.9010000000000002,1,157.556,0,1,1,43.139998999999996,-2.77,Clc1cc([N+](=O)[O-])ccc1,O=[N+]([O-])c1cccc(Cl)c1
546,ampyrone,-1.192,1,203.245,1,2,1,52.950001,-0.62400001,O=C1N(N(C)C(C)=C1N)c1ccccc1,Cc1c(N)c(=O)n(-c2ccccc2)n1C
547,"2,2',4,5'-PCB",-6.23,1,291.992,0,2,1,0.0,-6.570000200000001,Clc1c(-c2c(Cl)ccc(Cl)c2)ccc(Cl)c1,Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1
548,"Hexachloro-1,3-butadiene",-4.546,1,260.76198999999997,0,0,1,0.0,-4.920000099999999,Cl/C(/Cl)=C(/Cl)\C(\Cl)=C(/Cl)\Cl,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl
549,Terbutryn,-3.75,1,241.364,2,1,4,62.73,-4.0,S(C)c1nc(NC(C)(C)C)nc(NCC)n1,CCNc1nc(NC(C)(C)C)nc(SC)n1
550,3-Methyl-2-pentanol,-1.308,1,102.177,1,0,3,20.23,-0.70999998,OCCC(CC)C,CCC(C)CCO
551,2-methylpteridine,-1.24,1,146.153,0,2,0,51.560001,-0.12,Cc1nc2nccnc2cn1,Cc1ncc2nccnc2n1
552,Danazol,-4.5570002,1,337.46301,1,5,0,46.259997999999996,-5.507000000000001,OC1(C#C)C2(C)C(C3C(C4(C)C(=Cc5oncc5C4)CC3)CC2)CC1,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C
553,1-Iodobutane,-2.8410001,1,184.02,0,0,2,0.0,-2.96,ICCCC,CCCCI
555,"Digoxin (L1=41,8mg/mL, L2=68,2mg/mL, Z=40,1mg/mL)",-5.3119998,1,780.94897,6,8,7,203.06,-4.080999899999999,O=C1OCC(C2C3(C)C(O)(C4C(C5(C)C(CC(OC6OC(C)C(OC7OC(C)C(OC8OC(C)C(O)C(O)C8)C(O)C7)C(O)C6)CC5)CC4)CC3O)CC2)=C1,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O
556,Benzyltrifluoride,-3.0989999999999998,1,146.11099,0,1,0,0.0,-2.51,FC(F)(F)c1ccccc1,FC(F)(F)c1ccccc1
557,Dihexyl phthalate,-5.757999900000001,1,334.45599,0,1,12,52.599998,-6.1440000999999995,O=C(OCCCCCC)c1c(C(=O)OCCCCCC)cccc1,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC
558,Dibenzothiophene,-4.5970001,2,184.263,0,3,0,0.0,-4.380000099999999,s1c2c(c3c1cccc3)cccc2,c1ccc2c(c1)sc1ccccc12
559,"2,3',4,4'-PCB",-6.709000099999999,1,326.43701,0,2,1,0.0,-7.8000002,Clc1c(Cl)c(-c2c(Cl)cc(Cl)cc2)ccc1Cl,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1
560,"2,2',3,3',4,4'-PCB",-7.191999900000001,1,360.88199,0,2,1,0.0,-8.0100002,Clc1c(Cl)c(-c2c(Cl)c(Cl)c(Cl)cc2)ccc1Cl,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl
561,Warfarin,-3.9130001000000005,1,308.33301,1,3,4,67.510002,-3.8929998999999995,O=C(CC(c1ccccc1)C=1C(=O)Oc2c(C=1O)cccc2)C,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
562,hydrobenzoin,-2.645,1,214.26401,2,2,3,40.459998999999996,-1.9299998999999999,OC(C(O)c1ccccc1)c1ccccc1,OC(c1ccccc1)C(O)c1ccccc1
563,Dimethyl phthalate,-2.3469999,1,194.18599999999998,0,1,2,52.599998,-1.66,O=C(OC)c1c(C(=O)OC)cccc1,COC(=O)c1ccccc1C(=O)OC
564,Ethyl octanoate,-2.9619999,1,172.26801,0,0,7,26.299999,-3.3900001000000004,O=C(OCC)CCCCCCC,CCCCCCCC(=O)OCC
565,Diethyldisulfide,-2.3640001,1,122.258,0,0,3,0.0,-2.4200001,S(SCC)CC,CCSSCC
566,"1,2-Diethoxyethane ",-0.833,1,118.176,0,0,5,18.459999,-0.76999998,O(CCOCC)CC,CCOCCOCC
567,"1,2,4,5-Tetrachlorobenzene",-4.6209998,1,215.894,0,1,0,0.0,-5.5599999,Clc1c(Cl)cc(Cl)c(Cl)c1,Clc1cc(Cl)c(Cl)cc1Cl
568,p-benzidine,-2.6129999,1,184.24200000000002,2,2,1,52.040001000000004,-2.7,Nc1ccc(-c2ccc(N)cc2)cc1,Nc1ccc(-c2ccc(N)cc2)cc1
569,1-Heptene,-2.7179999,1,98.189003,0,0,4,0.0,-3.73,C(=C)CCCCC,C=CCCCCC
570,Ethirimol,-2.7320001,1,209.293,2,1,5,57.779999,-3.0280001,O=C1C(CCCC)=C(C)N=C(NCC)N1,CCCCc1c(C)nc(NCC)[nH]c1=O
571,Pentobarbital,-2.312,1,226.27599999999998,2,1,4,75.269997,-2.3900001,O=C1C(C(CCC)C)(CC)C(=O)NC(=O)N1,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
572,o-Chloroaniline,-2.392,1,127.574,1,1,0,26.02,-1.52,Clc1c(N)cccc1,Nc1ccccc1Cl
573,3-Chloroanisole,-3.0569999,1,142.58501,0,1,1,9.2299995,-2.78,Clc1cc(OC)ccc1,COc1cccc(Cl)c1
574,Pebulate,-3.1310000000000002,1,203.351,0,0,6,20.309998999999998,-3.53,S(C(=O)N(CCCC)CC)CCC,CCCCN(CC)C(=O)SCCC
575,Butyl acetate,-1.1109999,1,102.133,0,0,4,26.299999,-1.37,O=COCCCC,CCCCOC=O
576,Prednisolone,-2.9739999999999998,1,360.45001,3,4,2,94.83000200000001,-3.1800001,O=C(CO)C1(O)C2(C)C(C3C(C4(C)C(=CC(=O)C=C4)CC3)C(O)C2)CC1,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
577,Bromodichloromethane,-2.1760001,1,163.82899,0,0,0,0.0,-1.54,BrC(Cl)Cl,ClC(Cl)Br
578,adrenosterone,-2.99,1,300.39801,0,4,0,51.209998999999996,-3.48,O=C1C2(C)C(C3C(C(=O)C2)C2(C)C(=CC(=O)CC2)CC3)CC1,CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O
579,p-terphenyl,-5.7410002,2,230.31,0,3,2,0.0,-7.110000099999999,c1(-c2ccccc2)ccc(-c2ccccc2)cc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1
580,p-Hydroxybenzaldehyde ,-2.003,1,122.12299999999999,1,1,1,37.299999,-0.95999998,O=Cc1ccc(O)cc1,O=Cc1ccc(O)cc1
581,Bromomethane,-1.109,1,94.939003,0,0,0,0.0,-0.79000002,BrC,CBr
582,Perfluidone,-4.9450002,1,379.38101,1,2,4,80.309998,-3.8,S(=O)(=O)(Nc1c(C)cc(S(=O)(=O)c2ccccc2)cc1)C(F)(F)F,Cc1cc(S(=O)(=O)c2ccccc2)ccc1NS(=O)(=O)C(F)(F)F
583,Coumachlor,-4.5539999,1,342.77802,1,3,4,67.510002,-5.8390002,Clc1ccc(C(CC(=O)C)C=2C(=O)Oc3c(C=2O)cccc3)cc1,CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O
584,2-Ethylnaphthalene,-4.099999899999999,1,156.22799999999998,0,2,1,0.0,-4.29,C(C)c1cc2c(cc1)cccc2,CCc1ccc2ccccc2c1
585,5-methylcytosine,-0.257,1,125.131,2,1,0,71.769997,-1.4579999,O=C1N=C(N)C(C)=CN1,Cc1c[nH]c(=O)nc1N
586,"2,3,4,5,6-PCB",-6.7849998,1,326.43701,0,2,1,0.0,-7.920000099999999,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)-c1ccccc1,Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl
587,benodanil,-4.244999900000001,1,323.133,1,2,2,29.1,-4.21,Ic1c(C(=O)Nc2ccccc2)cccc1,O=C(Nc1ccccc1)c1ccccc1I
588,Riboflavin,-1.865,1,376.36899,5,3,5,161.56,-3.6849998999999998,O=C1N=C2N(CC(O)C(O)C(O)CO)c3c(N=C2C(=O)N1)cc(C)c(C)c3,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C
589,o-Fluorobromobenzene,-3.467,1,175.0,0,1,0,0.0,-2.7,Brc1c(F)cccc1,Fc1ccccc1Br
590,"2,4-Dichlorophenol ",-3.22,1,163.00301000000002,1,1,0,20.23,-1.55,Clc1c(O)ccc(Cl)c1,Oc1ccc(Cl)cc1Cl
591,Permethrin,-7.129000200000001,1,391.29401,0,3,6,35.529999,-6.2909999,Cl/C(/Cl)=C\C1C(C)(C)C1C(=O)OCc1cc(Oc2ccccc2)ccc1,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1
592,piroxicam,-3.4730000000000003,1,331.353,2,3,2,99.599998,-4.1599998,O=C(Nc1ncccc1)C=1N(C)S(=O)(=O)c2c(C=1O)cccc2,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
593,3-Propanoyloxymethylphenytoin,-3.128,1,338.36301000000003,1,3,5,75.709999,-4.907000099999999,O=C(OCN1C(=O)C(c2ccccc2)(c2ccccc2)NC1=O)CC,CCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O
594,Cyclopentane ,-2.0380001,2,70.135002,0,1,0,0.0,-2.6400001,C1CCCC1,C1CCCC1
595,o-Toluidine,-1.9220001,1,107.156,1,1,0,26.02,-2.21,Nc1c(C)cccc1,Cc1ccccc1N
596,Estragole,-3.0739999,1,148.205,0,1,3,9.2299995,-2.9200001,O(C)c1ccc(CC=C)cc1,C=CCc1ccc(OC)cc1
597,karbutilate,-2.655,1,279.34,2,1,2,70.66999799999999,-2.9300001,O=C(Oc1cc(NC(=O)N(C)C)ccc1)NC(C)(C)C,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1
598,3-Methyl-1-Butene,-1.994,1,70.135002,0,0,1,0.0,-2.73,C(C(C)C)=C,C=CC(C)C
599,2-Hydroxypyridine,-1.655,1,95.100998,1,1,0,33.119999,1.02,Oc1ncccc1,Oc1ccccn1
600,Ethane,-1.1320000000000001,1,30.07,0,0,0,0.0,-1.36,CC,CC
601,"1,2-Dichlorobenzene",-3.4820001000000005,1,147.004,0,1,0,0.0,-3.05,Clc1c(Cl)cccc1,Clc1ccccc1Cl
602,mercaptobenzothiazole,-3.411,1,167.25799999999998,1,2,0,12.89,-3.1800001,Sc1sc2c(n1)cccc2,Sc1nc2ccccc2s1
603,"2,2',3,3',4,4',5,5',6,6'-PCB",-9.588999699999999,1,498.66199000000006,0,2,1,0.0,-11.6,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)-c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl
604,Methoxsalen,-3.25,1,216.192,0,3,1,52.580002,-3.6639999999999997,O(C)c1c2occc2cc2c1OC(=O)C=C2,COc1c2occc2cc2ccc(=O)oc12
605,Acetamide,0.49399999,1,59.068001,1,0,0,43.09,1.58,O=C(N)C,CC(N)=O
606,1-Methylnaphthalene,-3.802,1,142.201,0,2,0,0.0,-3.7,Cc1c2c(ccc1)cccc2,Cc1cccc2ccccc12
607,Napropamide,-4.0879997999999995,1,271.35999,0,2,5,29.540001,-3.5699998999999996,O=C(N(CC)CC)C(Oc1c2c(ccc1)cccc2)C,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12
608,"3,3-Dimethyl-2-butanol",-1.2920001,1,102.177,1,0,0,20.23,-0.62,OC(C(C)(C)C)C,CC(O)C(C)(C)C
609,Methyl pentanoate,-1.545,1,116.16,0,0,3,26.299999,-1.36,O=C(OCC)CCC,CCCC(=O)OCC
610,Menadione,-2.6670001,1,172.183,0,2,0,34.139998999999996,-3.03,O=C1C(C)=CC(=O)c2c1cccc2,CC1=CC(=O)c2ccccc2C1=O
611,Phenanthrene,-4.5180001,2,178.23398999999998,0,3,0,0.0,-5.2600002,c12c3c(ccc1cccc2)cccc3,c1ccc2c(c1)ccc1ccccc12
612,"2,4-Dimethylpyridine",-2.0980000000000003,1,107.156,0,1,0,12.89,0.38,Cc1nccc(C)c1,Cc1ccnc(C)c1
613,1-Nonanol,-2.46,1,144.25799999999998,1,0,7,20.23,-3.01,OCCCCCCCCC,CCCCCCCCCO
614,Dibromomethane,-1.883,1,173.83501,0,0,0,0.0,-1.17,BrCBr,BrCBr
