,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,cano_smiles
5856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24340,S(=O)(=O)(Nc1c(F)cccc1F)c1nn2C(OC)=NC=C(F)c2n1,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12
5857,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,TOX28640,O=C(OCC)Nc1cc2N(C(=O)CN(C)C)c3c(cccc3)CCc2cc1,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(C)C)c1ccccc1CC2
5858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28647,O=C1N(C)C(=O)c2n(CCN(CCO)CC)c(Cc3ccccc3)nc2N1C,CCN(CCO)CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C
5859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28646,O=C(OC1C2(C)C(C)CCC3(C(C)C(O)C(C=C)(C)C1)C2C(=O)CC3)CO,C=CC1(C)CC(OC(=O)CO)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O
5860,1.0,1.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,TOX28645,F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)COC(=O)C)C(=C)CC3C1CCC=1[C@]2(C)C=CC(=O)C=1,C=C1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O
5861,0.0,,,,,,,,,,1.0,,TOX27920,[P+](CCCCCCCCCCCCCC)(CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC
5865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6195,Clc1cc(Cl)cc(Cl)c1,Clc1cc(Cl)cc(Cl)c1
5866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6193,Clc1c(Cl)cccc1Cl,Clc1cccc(Cl)c1Cl
5867,0.0,0.0,0.0,,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,TOX6190,ClCC(=O)c1c(Cl)cc(Cl)cc1,O=C(CCl)c1ccc(Cl)cc1Cl
5868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX2754,O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(C=C)CS[C@H]12)/C(=N\OCC(=O)O)/c1nc(N)sc1,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1
5869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX2752,S(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1)c1nn[nH]c1,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3c[nH]nn3)CS[C@H]12)c1ccc(O)cc1
5870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX2753,S(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cn3nnnc3)[C@H]2SC1)c1sc(C)nn1,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1
5871,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3488,S(=O)(=O)(N)c1c(Oc2ccccc2)c(N2CCCC2)cc(C(=O)O)c1,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1
5872,,,,,,,,,,1.0,,,TOX31598,Clc1cc2SNC(=O)c2cc1,O=c1[nH]sc2cc(Cl)ccc12
5873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3481,O=C(C)c1cc2N(CCCN3CCC(CCO)CC3)c3c(Sc2cc1)cccc3,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2
5874,,,,,,,,0.0,,0.0,,,TOX3480,O=C(OC1C[N+](CC)(C)CCC1)C(O)(c1ccccc1)c1ccccc1,CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1
5875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3487,O=C(CN1CCN(C)CC1)N1c2ncccc2NC(=O)c2c1cccc2,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1
5876,,,,,,,,1.0,,0.0,,,TOX3485,BrCCC(=O)N1CCN(C(=O)CCBr)CC1,O=C(CCBr)N1CCN(C(=O)CCBr)CC1
5877,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX2100,Oc1ccc(CCC)cc1,CCCc1ccc(O)cc1
5878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6448,OCC(CO)(CO)CC,CCC(CO)(CO)CO
5879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2284,NC(CC)C,CCC(C)N
5880,0.0,0.0,1.0,,,0.0,0.0,,0.0,,0.0,0.0,TOX25694,O=C(O)c1c(Nc2c(C)c(C)ccc2)nccc1,Cc1cccc(Nc2ncccc2C(=O)O)c1C
5881,0.0,,1.0,,,0.0,0.0,,1.0,,1.0,,TOX25693,O=C(O)c1c(Nc2c(C)cccc2C)nccc1,Cc1cccc(C)c1Nc1ncccc1C(=O)O
5882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25692,O=[N+](OCCNC(=O)c1cnccc1)[O-],O=C(NCCO[N+](=O)[O-])c1cccnc1
5883,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25691,C(C)(c1c(C)c(C)ccc1)c1nc[nH]c1,Cc1cccc(C(C)c2c[nH]cn2)c1C
5884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX25690,O([C@@H]([C@@H]1OCCNC1)c1ccccc1)c1c(OCC)cccc1,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1
5885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6441,O(C(OC)(C)C)C,COC(C)(C)OC
5886,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6444,OCC(CO)(CO)C,CC(CO)(CO)CO
5887,0.0,0.0,1.0,,1.0,0.0,,0.0,1.0,0.0,,,TOX2288,O(CCCCCC)c1ccc(N)cc1,CCCCCCOc1ccc(N)cc1
5888,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25698,O=C(NCCc1c2c([nH]c1)cccc2)c1cnccc1,O=C(NCCc1c[nH]c2ccccc12)c1cccnc1
5889,0.0,1.0,1.0,1.0,0.0,,0.0,1.0,,0.0,1.0,1.0,TOX5258,Nc1cc2[n+](CC)c(-c3ccccc3)c3c(c2cc1)ccc(N)c3,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21
5890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2579,N(C)(C)c1nc(N(C)C)nc(N(C)C)n1,CN(C)c1nc(N(C)C)nc(N(C)C)n1
5891,0.0,0.0,1.0,,1.0,0.0,0.0,,,0.0,,0.0,TOX631,Fc1ccc(-c2ccc(N)cc2)cc1,Nc1ccc(-c2ccc(F)cc2)cc1
5892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX980,O=[N+]([O-])CCC,CCC[N+](=O)[O-]
5893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX981,O=[N+]([O-])C(C)C,CC(C)[N+](=O)[O-]
5894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX982,O=[N+]([O-])CCC(=O)O,O=C(O)CC[N+](=O)[O-]
5895,0.0,0.0,,0.0,0.0,1.0,,1.0,,,1.0,,TOX983,O=[N+]([O-])c1c2c3c4c(cc2)cccc4ccc3cc1,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34
5896,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,TOX2571,Clc1c(N(CC=C)C2=NCCN2)c(Cl)ccc1,C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl
5897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2573,Oc1ncnc2[nH]ncc12,Oc1ncnc2[nH]ncc12
5898,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0,TOX2574,O[C@]1(CC=C)[C@]2(C)[C@H]([C@H]3[C@@H]([C@@H]4C(=CCCC4)CC3)CC2)CC1,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C
5899,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2576,O=C(C)[C@@H]1[C@]2(C)[C@H]([C@H]3[C@H](C(=O)C2)[C@]2(C)[C@H](C[C@H](O)CC2)CC3)CC1,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C
5900,0.0,0.0,0.0,,0.0,1.0,,1.0,0.0,1.0,0.0,1.0,TOX5257,Clc1c(Cl)c(C(=O)C(=C)CC)ccc1OCC(=O)O,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
5901,,,,,,,,0.0,,0.0,,,TOX2646,O(CCCN(C)C)C1(Cc2ccccc2)CCCCCC1,CN(C)CCCOC1(Cc2ccccc2)CCCCCC1
5902,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6089,Clc1c(Cl)cc(Cl)cc1Cl,Clc1cc(Cl)c(Cl)c(Cl)c1
5903,0.0,,0.0,1.0,,,1.0,1.0,0.0,,,,TOX12500,Clc1cc(C(F)(F)F)c(/N=C(/COCCC)\n2cncc2)cc1,CCCOC/C(=N/c1ccc(Cl)cc1C(F)(F)F)n1ccnc1
5904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25439,O=[N+]([O-])c1oc(/C=N/N2C(C)CS(=O)(=O)CC2)cc1,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1
5905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25438,O[C@@H]([C@@H](NCCc1ccc(O)cc1)C)c1ccc(O)cc1,C[C@H](NCCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1
5906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX25348,Clc1ccc(C(N2CCN(Cc3cc(C)ccc3)CC2)c2ccccc2)cc1,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1
5907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25345,OC[C@@H](NCCN[C@H](CO)CC)CC,CC[C@@H](CO)NCCN[C@@H](CC)CO
5908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25432,N=C(NCC1OC2(OC1)CCCCC2)N,N=C(N)NCC1COC2(CCCCC2)O1
5909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25347,N(C(CN1c2c(Sc3c1cccc3)cccc2)C)(CC)CC,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21
5910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25346,S(=O)(=O)(N)c1c(C)cc2c(S(=O)(=O)CCC2)c1,Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2
5911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25437,OC(CNC(C)(C)C)c1cc(O)cc(O)c1,CC(C)(C)NCC(O)c1cc(O)cc(O)c1
5912,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX6500,O=CC(Cc1ccc(C(C)(C)C)cc1)C,CC(C=O)Cc1ccc(C(C)(C)C)cc1
5913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX25435,O=C1N(N(C)C(CN(C(Cc2ccccc2)C)C)=C1C(C)C)c1ccccc1,CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O
5914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX25434,O=[N+]([O-])c1n(CC(=O)NCCO)ccn1,O=C(Cn1ccnc1[N+](=O)[O-])NCCO
5915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2641,Clc1ccc(C(CN)CC(=O)O)cc1,NCC(CC(=O)O)c1ccc(Cl)cc1
5916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX3899,FC(F)(F)c1cc([N+](=O)[O-])c(N(CCCC)CC)c([N+](=O)[O-])c1,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
5917,0.0,0.0,0.0,,,0.0,,,0.0,,1.0,,TOX14653,Clc1c(C(O)(CCCC)Cn2ncnc2)ccc(Cl)c1,CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl
5918,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,TOX184,S(=O)(=O)([O-])c1c(N=Nc2ccccc2)c(O)c2c(N)c(N=Nc3ccc(-c4ccc(N=Nc5c(N)cc(N)cc5)cc4)cc3)c(S(=O)(=O)[O-])cc2c1,Nc1ccc(N=Nc2ccc(-c3ccc(N=Nc4c(S(=O)(=O)[O-])cc5cc(S(=O)(=O)[O-])c(N=Nc6ccccc6)c(O)c5c4N)cc3)cc2)c(N)c1
5920,0.0,0.0,,0.0,1.0,1.0,,1.0,0.0,0.0,1.0,0.0,TOX182,Oc1ccc(C(C)(C)c2ccc(O)cc2)cc1,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
5921,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX7716,O=C(OCCOC(=O)CCCCCCC/C=C\CCCCCCCC)CCCCCCC/C=C\CCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OCCOC(=O)CCCCCCC/C=C\CCCCCCCC
5922,0.0,,0.0,,,,,1.0,0.0,,1.0,,TOX7714,O(CCO)CCCCCCCC/C=C\CCCCCCCC,CCCCCCCC/C=C\CCCCCCCCOCCO
5923,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,TOX7713,O=C(OCCO)CCCCCCC/C=C\CCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OCCO
5924,0.0,,0.0,,,,,,,1.0,,1.0,TOX24381,O=C1N(c2ccc(Cc3ccc(N4C(=O)C=CC4=O)cc3)cc2)C(=O)C=C1,O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1
5925,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TOX3155,Ic1c(O)c2ncccc2c(I)c1,Oc1c(I)cc(I)c2cccnc12
5926,,,,,,,,0.0,,0.0,,,TOX3626,S(=O)(=O)(N)c1ccc(N2S(=O)(=O)CCCC2)cc1,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1
5927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX3157,Ic1c(N(C(=O)C)CC(O)CO)c(I)c(C(=O)NCC(O)CO)c(I)c1C(=O)NCC(O)CO,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I
5928,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX3624,[SH0](=O)(C)c1ccc(/C=C/2\C(C)=C(CC(=O)O)c3c\2ccc(F)c3)cc1,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C/c1ccc(S(C)=O)cc1
5929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX3623,[SH0](=O)([O-])CNc1ccc(S(=O)(=O)c2ccc(NC[SH0](=O)[O-])cc2)cc1,O=S([O-])CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)[O-])cc2)cc1
5930,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3622,S(=O)(=O)(N)c1ccc(N)cc1,Nc1ccc(S(N)(=O)=O)cc1
5931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX3621,Brc1c(Br)c(Br)c2C(c3cc(S(=O)(=O)[O-])c(O)cc3)(c3cc(S(=O)(=O)[O-])c(O)cc3)OC(=O)c2c1Br,O=C1OC(c2ccc(O)c(S(=O)(=O)[O-])c2)(c2ccc(O)c(S(=O)(=O)[O-])c2)c2c(Br)c(Br)c(Br)c(Br)c21
5932,,,,,,,,0.0,,0.0,,,TOX3620,S(=O)(=O)(N(C(=O)C)c1c(C)c(C)no1)c1ccc(N)cc1,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1
5933,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,TOX3159,Ic1c(N)c(I)cc(I)c1CC(C(=O)O)CC,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O
5934,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3158,Ic1c(NC(=O)[C@@H](O)C)c(I)c(C(=O)NC(CO)CO)c(I)c1C(=O)NC(CO)CO,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I
5935,0.0,,,0.0,0.0,0.0,,,,,,0.0,TOX3629,O=C(OCC)Oc1c(OC)cc(C(=O)O[C@H]2[C@H](OC)[C@@H](C(=O)OC)[C@@H]3[C@H](C2)CN2[C@@H](c4[nH]c5c(c4CC2)ccc(OC)c5)C3)cc1OC,CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@H](C(=O)OC)[C@H]2OC)cc1OC
5936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX3628,S(=O)(=O)(NC)Cc1cc2c(CCN(C)C)c[nH]c2cc1,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
5937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4747,ClC(Cl)C(=O)N[C@@H]([C@H](O)c1ccc([N+](=O)[O-])cc1)COC(=O)CCC(=O)[O-],O=C([O-])CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1
5938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX7902,CC1=CC2C3C(C=C(C)C3)C1C2,CC1=CC2C3CC(C=C3C)C2C1
5940,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX7905,O=C1C(/C(=C\C(CC(CC(C)C)C)C)/C)CC(=O)O1,C/C(=C/C(C)CC(C)CC(C)C)C1CC(=O)OC1=O
5941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,TOX17303,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
5943,0.0,,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,TOX4845,O=C(N[C@@H]1C=2C(c3c(OC)c(OC)c(OC)cc3CC1)=CC=C(OC)C(=O)C=2)C,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
5944,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21437,O=[N+]([O-])C(CO)(CO)C,CC(CO)(CO)[N+](=O)[O-]
5945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX21436,OC(CC)(C)C,CCC(C)(C)O
5947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21431,O(C(C)C)c1c(O)cccc1,CC(C)Oc1ccccc1O
5948,1.0,0.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,TOX21439,O=C1c2c(C(=O)c3c1cccc3)ccc(C)c2,Cc1ccc2c(c1)C(=O)c1ccccc1C2=O
5949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX10955,O=C1C2(C)C(C)(C)C(C1)CC2,CC12CCC(CC1=O)C2(C)C
5950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27109,O(C(OC)C(C)c1ccccc1)C,COC(OC)C(C)c1ccccc1
5951,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27108,SC1CCCC1,SC1CCCC1
5953,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,TOX27105,O(C)c1c(O)ccc(C)c1,COc1cc(C)ccc1O
5954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27456,O=C1OC(=O)C2C1C1C=CC2C1,O=C1OC(=O)C2C3C=CC(C3)C12
5955,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27107,O=CCC(CC(C)(C)C)C,CC(CC=O)CC(C)(C)C
5957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27453,C(N1CCCCC1)N1CCCCC1,C1CCN(CN2CCCCC2)CC1
5958,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,TOX27103,S(=O)(=O)(OCCCCCCCCCCCCCCCCCC)[O-],CCCCCCCCCCCCCCCCCCOS(=O)(=O)[O-]
5959,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,TOX27450,Clc1cc2nn[nH]c2cc1,Clc1ccc2[nH]nnc2c1
5960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX5733,O=[N+]([O-])c1c(C(=O)N)cccc1,NC(=O)c1ccccc1[N+](=O)[O-]
5961,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5732,O=[N+]([O-])c1cc(C(=O)N)ccc1,NC(=O)c1cccc([N+](=O)[O-])c1
5962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5737,O=[N+]([O-])c1cc(C(=O)O)ccc1,O=C(O)c1cccc([N+](=O)[O-])c1
5963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5738,O=[N+]([O-])c1c(C(=O)O)cccc1,O=C(O)c1ccccc1[N+](=O)[O-]
5964,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX11531,N(C)(C)c1ccc(C(c2ccc(N(C)C)cc2)c2ccccc2)cc1,CN(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1
5965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26859,O=C(/C=C/c1cc(OC)c(OC)c(OC)c1)N1CCN(CC(=O)N2CCCC2)CC1,COc1cc(/C=C/C(=O)N2CCN(CC(=O)N3CCCC3)CC2)cc(OC)c1OC
5966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX4462,S(=O)(=O)(O)c1cc(N)ccc1,Nc1cccc(S(=O)(=O)O)c1
5967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26850,O=C(N(CC)CC)Nc1cc(C(=O)C)c(OCC(O)CNC(C)(C)C)cc1,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1
5968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26851,O=C(OCC)c1c(O)c2c(nc1)cc(OCC)c(OCCCCCCCCCC)c2,CCCCCCCCCCOc1cc2c(O)c(C(=O)OCC)cnc2cc1OCC
5969,0.0,,1.0,,1.0,0.0,0.0,,1.0,,,1.0,TOX26852,O=C(OC(C)C)Nc1cc2nc(-c3ncsc3)[nH]c2cc1,CC(C)OC(=O)Nc1ccc2[nH]c(-c3cscn3)nc2c1
5970,0.0,0.0,,1.0,,,,0.0,0.0,0.0,1.0,,TOX26853,O=C(O)c1ccc(C(=O)Nc2cc3C(C)(C)CCC(C)(C)c3cc2)cc1,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21
5971,0.0,,0.0,0.0,,0.0,,,,,0.0,,TOX26855,O=C(O[C@H]1[C@H](C)O[C@@H](O[C@H]2[C@H](N(C)C)[C@@H](O)[C@H](O[C@@H]3[C@@H](OC)[C@H](OC(=O)C)CC(=O)O[C@H](C)CC4OC4/C=C\C(=O)[C@H](C)C[C@@H]3CC=O)O[C@@H]2C)C[C@]1(O)C)CC(C)C,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C\C2OC2C[C@@H](C)OC(=O)C[C@H]1OC(C)=O
5972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26856,O=C(N[C@@H]1C(=O)N[C@H](CC)C(=O)N2[C@H](C(=O)N(C)[C@@H](Cc3ccccc3)C(=O)N3C(C(=O)N[C@@H](c4ccccc4)C(=O)OC1C)CC(=O)CC3)CCC2)c1c(O)cccn1,CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)C(C)OC(=O)[C@H](c2ccccc2)NC(=O)C2CC(=O)CCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H]2CCCN2C1=O
