,CMPD_CHEMBLID,exp,smiles,cano_smiles
3486,CHEMBL2177610,2.99,S(CCC)c1n(C)ncc1C(=O)NC1CCCCC1,CCCSc1c(C(=O)NC2CCCCC2)cnn1C
3487,CHEMBL1778621,-0.87,S(=O)(=O)(C)c1ccc(-c2c(OCC(=O)O)ccc(C(F)(F)F)c2)cc1,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1
3488,CHEMBL1255781,2.0,O=C(OCCN1CCCCC1)c1c2c([nH]c1)cccc2,O=C(OCCN1CCCCC1)c1c[nH]c2ccccc12
3489,CHEMBL560739,3.5599998999999998,Clc1c(N)cc(OC)c(C(=O)N[C@H]2[C@@H](OC)CN(CCCOc3ccc(F)cc3)CC2)c1,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC
3490,CHEMBL362902,2.2,O=C(Nc1cc(Nc2nc(OCC(CN(C)C)(C)C)ncc2)c(C)cc1)c1cc(N2CCOCC2)ncc1,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1ccnc(OCC(C)(C)CN(C)C)n1
3491,CHEMBL1289779,2.52,Clc1c(C2=NCc3n(c(C)nn3)-c3sc(CC)cc23)cccc1,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl
3492,CHEMBL1778618,-1.08,O=C(O)COc1c(-c2ccccc2)cc(C#N)cc1,N#Cc1ccc(OCC(=O)O)c(-c2ccccc2)c1
3493,CHEMBL2030436,2.0599998999999998,S(=O)(=O)(Cc1nc(-c2cc3c([nH]cc3)cc2)nc(N2CCOCC2)c1)C,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc3[nH]ccc3c2)n1
3494,CHEMBL1089168,3.8,Clc1cnc(C(=O)NCCNC(=O)c2c(C(F)(F)F)nn(-c3ccccc3)c2)cc1,O=C(NCCNC(=O)c1cn(-c2ccccc2)nc1C(F)(F)F)c1ccc(Cl)cn1
3495,CHEMBL337962,3.97,Fc1ccc(CC2CCN(Cc3c(NC(=O)Nc4cc(C#N)ccc4)cccc3C(=O)NC)CC2)cc1,CNC(=O)c1cccc(NC(=O)Nc2cccc(C#N)c2)c1CN1CCC(Cc2ccc(F)cc2)CC1
3496,CHEMBL2325985,4.099999899999999,Clc1ccc(C(NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)Cc2ccccc2)cc1,NC1(C(=O)NC(Cc2ccccc2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1
3497,CHEMBL1438047,1.67,Clc1ccc(-c2oc(C)c(C(=O)O)c2)cc1,Cc1oc(-c2ccc(Cl)cc2)cc1C(=O)O
3498,CHEMBL71936,3.22,Clc1cc2nc(SC)[nH]c2cc1,CSc1nc2cc(Cl)ccc2[nH]1
3499,CHEMBL2349329,3.9000001,S(Cc1cc(C#N)ccc1)c1nc(N[C@@H](CO)CC(C)C)c2sc(N)nc2n1,CC(C)C[C@H](CO)Nc1nc(SCc2cccc(C#N)c2)nc2nc(N)sc12
3500,CHEMBL2364624,3.8,FC(F)(F)c1ncc(Nc2cnc(-c3ccc(C4CCC(CC(=O)O)CC4)cc3)cc2)cc1,O=C(O)CC1CCC(c2ccc(-c3ccc(Nc4ccc(C(F)(F)F)nc4)cn3)cc2)CC1
3501,CHEMBL22,0.63,O(C)c1c(OC)cc(Cc2c(N)nc(N)nc2)cc1OC,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
3502,CHEMBL1223817,-0.07,O=C(N(C)C)NC1CCC(CN2[C@H]3CC(Oc4cc(C(=O)N)ccc4)C[C@@H]2CC3)CC1,CN(C)C(=O)NC1CCC(CN2[C@H]3CC[C@@H]2CC(Oc2cccc(C(N)=O)c2)C3)CC1
3503,CHEMBL1944691,1.0599999,Fc1c(CCNCc2cc(CCNC[C@H](O)c3c4SC(=O)Nc4c(O)cc3)ccc2)cccc1,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccc4F)c3)c2s1
3504,CHEMBL1896341,2.9000001,S(=O)(=O)(N1C(C(=O)NCc2ccc(C)cc2)CCC1)c1ccc(F)cc1,Cc1ccc(CNC(=O)C2CCCN2S(=O)(=O)c2ccc(F)cc2)cc1
3505,CHEMBL2325990,1.0,S(=O)(=O)(C)c1ccc(C(NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)C)cc1,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(S(C)(=O)=O)cc1
3506,CHEMBL1000,1.27,Clc1ccc(C(N2CCN(CCOCC(=O)O)CC2)c2ccccc2)cc1,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
3507,CHEMBL2086686,2.3,O(C(C#N)(C)C)C(=O)N1C[C@@H](C)N(c2ncc(OCc3c(C#N)cncc3)cn2)CC1,C[C@@H]1CN(C(=O)OC(C)(C)C#N)CCN1c1ncc(OCc2ccncc2C#N)cn1
3508,CHEMBL2010833,3.0,S(=O)(=O)(C)c1c(F)cc(CC(=O)N(C)C2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)cc1,CN(C(=O)Cc1ccc(S(C)(=O)=O)c(F)c1)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1
3509,CHEMBL2163590,3.0999999,O=C(NC1(C#N)CC1)[C@H]1[C@H](C(=O)N2Cc3c4c(c(OCC)ccc4)[nH]c3CC2)CCCC1,CCOc1cccc2c3c([nH]c12)CCN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)C3
3510,CHEMBL1698932,-0.20999999,OC=1n2ncnc2N=C(c2ccccc2)C=1,Oc1cc(-c2ccccc2)nc2ncnn12
3511,CHEMBL1881806,0.74000001,O=C(N)c1c(N)n(-c2ccccc2)nn1,NC(=O)c1nnn(-c2ccccc2)c1N
3512,CHEMBL1467518,1.72,OC(c1cnccc1)c1ccccc1,OC(c1ccccc1)c1cccnc1
3513,CHEMBL2031241,2.5599998999999998,O=C(Nc1sccn1)c1cc(N2C(=O)c3c(N=C2)ccc(N2CCN(C)CC2)c3)c(C)cc1,Cc1ccc(C(=O)Nc2nccs2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O
3514,CHEMBL467803,4.48,Clc1cc2c(Cn3c(-c4c(C)oc(S(=O)(=O)C)c4)c4C(=O)N(C)C(=O)N(CC5CC5)c4n3)cn(C)c2cc1,Cc1oc(S(C)(=O)=O)cc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1cn(C)c2ccc(Cl)cc12
3515,CHEMBL643,2.6700001,N(C(CN1c2c(Sc3c1cccc3)cccc2)C)(C)C,CC(CN1c2ccccc2Sc2ccccc21)N(C)C
3516,CHEMBL1083637,3.29,Nc1nc2c(c3n(Cc4ccccc4)c(CC)nc13)cccc2,CCc1nc2c(N)nc3ccccc3c2n1Cc1ccccc1
3517,CHEMBL1789328,0.91000003,Clc1cc(C#N)c(O[C@H](CCN)c2ccccc2)cc1,N#Cc1cc(Cl)ccc1O[C@H](CCN)c1ccccc1
3518,CHEMBL2140607,0.60000002,O(CC1CNCCC1)c1c2n(CC)c(-c3c(N)non3)nc2c(C#CC(O)(C)C)nc1,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCC3CCCNC3)c21
3519,CHEMBL574413,3.27,O(c1c(-c2ncccc2)nc(C)c(C)c1)c1cc(Nc2cc(N3CCOCC3)ccc2)ncc1,Cc1cc(Oc2ccnc(Nc3cccc(N4CCOCC4)c3)c2)c(-c2ccccn2)nc1C
3520,CHEMBL2158785,2.1900001000000002,Clc1c(C)c(OC2CCN(CC3CCN([C@H](C(=O)O)Cc4ccc(F)cc4)CC3)CC2)ccc1C#N,Cc1c(OC2CCN(CC3CCN([C@@H](Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc(C#N)c1Cl
3521,CHEMBL625,2.3499999,c1(-c2ncsc2)[nH]c2c(n1)cccc2,c1ccc2[nH]c(-c3cscn3)nc2c1
3522,CHEMBL1952100,2.5999999,Clc1cc(Cl)cc([C@H](CCN2CCC(N(C(=O)Cc3ccc(S(=O)(=O)C)cc3)CC)CC2)C2CCN(S(=O)(=O)C)CC2)c1,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(Cl)cc(Cl)c2)C2CCN(S(C)(=O)=O)CC2)CC1
3523,CHEMBL257659,3.55,S(Cc1c(F)c(F)ccc1)c1nc(N[C@@H](CO)C)c2ncc(C)nc2n1,Cc1cnc2c(N[C@H](C)CO)nc(SCc3cccc(F)c3F)nc2n1
3524,CHEMBL1764,2.99,O(C)c1cc2N(C[C@@H](CN(C)C)C)c3c(Sc2cc1)cccc3,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2
3525,CHEMBL127066,2.46,Oc1nc(-c2ccccc2)nc2c1cccc2,Oc1nc(-c2ccccc2)nc2ccccc12
3526,CHEMBL469008,3.2,Clc1cc2c(Cn3c(-c4c(C)oc(S(=O)(=O)C)c4)c4C(=O)N(C)C(=O)N(CC5CC5)c4n3)ccnc2cc1,Cc1oc(S(C)(=O)=O)cc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12
3527,CHEMBL57759,3.26,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCN(C)C)c(OC)c3)c1,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN(C)C
3528,CHEMBL1184584,0.69999999,Clc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,N=C(N)Nc1ccc(C(=O)Oc2ccc(Cl)cc2)cc1
3529,CHEMBL327693,2.6199999,Clc1c(NC(=O)[C@@](O)(C(F)(F)F)C)ccc(C(=O)N2CCCCC2)c1,C[C@@](O)(C(=O)Nc1ccc(C(=O)N2CCCCC2)cc1Cl)C(F)(F)F
3530,CHEMBL397162,1.59,Clc1c(Cl)ccc(C2(C)N=C(N)NC(=O)C2)c1,CC1(c2ccc(Cl)c(Cl)c2)CC(=O)NC(N)=N1
3531,CHEMBL178835,1.91,O=C(N[C@@H](CC(=O)N[C@H](C(=O)[C@H]1[C@H](C)C(=O)NC1=O)C(C)C)c1ccccc1)/C=C/c1ccccc1,CC(C)[C@H](NC(=O)C[C@H](NC(=O)/C=C/c1ccccc1)c1ccccc1)C(=O)[C@@H]1C(=O)NC(=O)[C@H]1C
3532,CHEMBL362962,0.89999998,O=C1N(c2sccc2)C[C@@]2(O1)C1CCN(C2)CC1,O=C1O[C@]2(CN3CCC2CC3)CN1c1cccs1
3533,CHEMBL214848,1.9400001,Fc1c(F)cccc1NC(=O)Cc1[nH]nc(Nc2ncnc3c2cc(OC)c(OCCCN(CCO)CC)c3)c1,CCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)c2cc1OC
3534,CHEMBL231835,3.3,Clc1sc2[nH]c(C(=O)N[C@@H]3C(=O)N(C[C@@H](O)CO)c4c(cccc4)C3)cc2c1,O=C(N[C@H]1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1
3535,CHEMBL1184160,2.8,O=C(OC(C(O)C)C)[C@H]1CN(C)C2C(c3c4c(n(C(C)C)cc4C2)ccc3)C1,CC(O)C(C)OC(=O)[C@@H]1CC2c3cccc4c3c(cn4C(C)C)CC2N(C)C1
3536,CHEMBL1809060,3.0,Clc1c(-c2n3c(nc2)C=CC=C3)nc(Nc2c(OC)cc(N3CC4NC(C3)COC4)cc2)nc1,COc1cc(N2CC3COCC(C2)N3)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1
3537,CHEMBL114500,1.73,O=C(N1CCC(Nc2nccc(OC)c2)CC1)c1ccc(C#N)cc1,COc1ccnc(NC2CCN(C(=O)c3ccc(C#N)cc3)CC2)c1
3538,CHEMBL2158790,2.98,Clc1c(C)c(OC2CCN(CC3CCN([C@](C(=O)O)(Cc4ccc(F)cc4)C)CC3)CC2)ccc1Cl,Cc1c(OC2CCN(CC3CCN([C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc(Cl)c1Cl
3539,CHEMBL2036731,3.0999999,O=C(Nc1cnc(N2CCOCC2)cc1)c1oc(Nc2cc(OCc3ncccc3)ccc2)nn1,O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2cccc(OCc3ccccn3)c2)o1
3540,CHEMBL163711,3.0699999,S(=O)(=O)(Nc1ccccc1)c1ccc(NC(=O)C(O)(C(F)(F)F)C)cc1,CC(O)(C(=O)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1)C(F)(F)F
3541,CHEMBL245180,3.7,S(Cc1c(F)c(F)ccc1)c1nc(N[C@@H](CO)C)c2sc(NC)nc2n1,CNc1nc2nc(SCc3cccc(F)c3F)nc(N[C@H](C)CO)c2s1
3542,CHEMBL85752,4.3600001,S(CCCO)c1n(Cc2c3c(ccc2)cccc3)cc2N(CC(C)C)C(=O)N(C)C(=O)c12,CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)n(Cc3cccc4ccccc34)cc21
3543,CHEMBL325713,0.95999998,FC(F)(F)C(=O)C(NC(=O)CN1C(=O)C(NC(=O)CN2C(=O)CCC2=O)=CC=C1c1ccccc1)C(C)C,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)CN2C(=O)CCC2=O)c1=O)C(=O)C(F)(F)F
3544,CHEMBL1940308,1.0,O=C(NC1CCN(C)CC1)c1ccc(Oc2ccc(C#C[C@@]3(O)C4CCN(C3)CC4)cc2)cc1,CN1CCC(NC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)CC1
3545,CHEMBL521407,3.23,Clc1c(Nc2c(C(=O)N)cnc3c2cc(N2CCN(C)CC2)cc3)ccc(Cl)c1,CN1CCN(c2ccc3ncc(C(N)=O)c(Nc4ccc(Cl)cc4Cl)c3c2)CC1
3546,CHEMBL1945289,0.86000001,O(C)c1ccc(CNCc2cc(CCNC[C@H](O)c3c4SC(=O)Nc4c(O)cc3)ccc2)cc1,COc1ccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)cc1
3547,CHEMBL1950850,2.3900001,Fc1ccc(CCN2C[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC)C)C3CCCCC3)CCC2)cc1,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C1CCCCC1
3548,CHEMBL26456,1.1,Clc1cc(F)c(Nc2ncnc3c2cc(OC)c(OCC2CCNCC2)c3)cc1,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCC1CCNCC1
3549,CHEMBL2326470,-0.12,Nc1sc2c(n1)cc1c(c2)CCN(Cc2[nH]cnc2)CC1,Nc1nc2cc3c(cc2s1)CCN(Cc1cnc[nH]1)CC3
3550,CHEMBL199118,3.6099998999999996,S(=O)(=O)(C)c1ccc(CC(=O)N(CC)C2CCN(CCC(c3ccc(NC(=O)Cc4ccccc4)cc3)c3ccccc3)CC2)cc1,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(NC(=O)Cc3ccccc3)cc2)CC1
3551,CHEMBL2316381,4.1999998,S(=O)(=O)(Oc1nc(C(=O)NCC2CCOCC2)c(NC(=O)c2c3c(c(Cn4nncc4)cc2)cccc3)cc1)CCC(F)(F)F,O=C(NCC1CCOCC1)c1nc(OS(=O)(=O)CCC(F)(F)F)ccc1NC(=O)c1ccc(Cn2ccnn2)c2ccccc12
3552,CHEMBL1428115,2.0999999,O=C(NCc1ccccc1)CC(C)C1OCCC1,CC(CC(=O)NCc1ccccc1)C1CCCO1
3553,CHEMBL1950723,1.9,O=C(N[C@H](C(=O)N[C@@H]1CN(CCCc2ccccc2)CC1)C1CCCCC1)[C@@H](NC)C,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCN(CCCc2ccccc2)C1)C1CCCCC1
3554,CHEMBL225364,2.9300001,O=C(Nc1ccc(N2CCOCC2)cc1)c1nc2c(N3CCN(C)CC3)cc(OC)cc2c(NC)c1,CNc1cc(C(=O)Nc2ccc(N3CCOCC3)cc2)nc2c(N3CCN(C)CC3)cc(OC)cc12
3555,CHEMBL2062579,2.49,S(=O)(=O)(Cc1cc2n(C3=Nc4c(C#N)cnn4C(NC4CC4)=C3)ccc2cc1)C,CS(=O)(=O)Cc1ccc2ccn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1
3556,CHEMBL294286,3.2,O=C(Nc1cc2c(n(CC)c3c2cccc3)cc1)CN(C)C,CCn1c2ccccc2c2cc(NC(=O)CN(C)C)ccc21
3557,CHEMBL245908,0.93000001,Clc1cc(c(OCC(=O)O)cc1)C1CCCCC1,O=C(O)COc1ccc(Cl)cc1C1CCCCC1
3558,CHEMBL64941,3.8,Fc1ccc(CC2CCN(Cc3[nH]c4c(n3)cc(O)cc4)CC2)cc1,Oc1ccc2[nH]c(CN3CCC(Cc4ccc(F)cc4)CC3)nc2c1
3559,CHEMBL380648,0.1,Fc1c(C(=O)N2CCNCCC2)cc(CC2=NNC(=O)c3c2cccc3)cc1,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCCNCC1
3560,CHEMBL2087858,3.3299999,Clc1cc2c(Cn3c(-c4n(C)cc(C#N)c4)c4C(=O)N(CC#N)C(=O)N(CC5CC5)c4n3)ccnc2cc1,Cn1cc(C#N)cc1-c1c2c(=O)n(CC#N)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12
3561,CHEMBL1587607,2.5799999,Clc1c(NC(=O)c2n[nH]cc2)cccc1,O=C(Nc1ccccc1Cl)c1cc[nH]n1
3562,CHEMBL179858,3.5,S(=O)(=O)(N(C)C)c1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,CN(C(=O)Cc1ccc(S(=O)(=O)N(C)C)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1
3563,CHEMBL2335903,3.1700001,O=C1C=C(N[C@H](C)c2ccc(Nc3nc4c(cc(-c5ccncc5)cc4)cn3)cc2)CCC1,C[C@@H](NC1=CC(=O)CCC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1
3564,CHEMBL2042442,2.21,O=C1c2c(NC(c3occc3)=C1)cccc2,O=c1cc(-c2ccco2)[nH]c2ccccc12
3565,CHEMBL2326476,2.6600001,Nc1sc2c(n1)cc1c(c2)CCN(Cc2ccccc2)CC1,Nc1nc2cc3c(cc2s1)CCN(Cc1ccccc1)CC3
3566,CHEMBL1784346,2.0999999,S(=O)(=O)(CC1(N(O)C=O)CCC(F)(F)CC1)N1CCC(CCc2c(C)onc2C)CC1,Cc1noc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCC(F)(F)CC2)CC1
3567,CHEMBL325093,1.6900001,S(=O)(=O)(NCCCNCCc1c2sc(O)nc2c(O)cc1)CCOCc1c2c(ccc1)cccc2,O=S(=O)(CCOCc1cccc2ccccc12)NCCCNCCc1ccc(O)c2nc(O)sc12
3568,CHEMBL89786,4.0,c1(-c2ccccc2)nc2c(cc1)cccc2,c1ccc(-c2ccc3ccccc3n2)cc1
3569,CHEMBL2164673,0.89999998,O=C(NCC#N)[C@H]1[C@H](C(=O)N2CC=CCC2)CCCC1,N#CCNC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CC=CCC1
3570,CHEMBL279250,1.79,S(=O)(=O)(NC)NC=1C(=O)N(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)C(c2ccccc2)=CC=1,CNS(=O)(=O)Nc1ccc(-c2ccccc2)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c1=O
3571,CHEMBL341876,0.61000001,S(=O)(=O)(NCCNc1ncccn1)c1c2c(cncc2)ccc1,O=S(=O)(NCCNc1ncccn1)c1cccc2cnccc12
3572,CHEMBL1783112,1.6,O=C(NCc1nnn(-c2c3c(nc(C)c2)ccc(OC)c3)c1)C,COc1ccc2nc(C)cc(-n3cc(CNC(C)=O)nn3)c2c1
3573,CHEMBL2169920,2.23,Clc1c(Cl)ccc(CCNCCC(=O)N(CCNCCc2c3OCC(=O)Nc3c(O)cc2)C2CCCCC2)c1,O=C1COc2c(CCNCCN(C(=O)CCNCCc3ccc(Cl)c(Cl)c3)C3CCCCC3)ccc(O)c2N1
3574,CHEMBL1082983,2.3699999,OC(Cn1c(CCCC)nc2c(N)nc3c(c12)cccc3)(C)C,CCCCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O
3575,CHEMBL397237,3.29,S(Cc1c(F)c(F)ccc1)c1nc(N[C@@H](CO)C)c2sc(N)nc2n1,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12
3576,CHEMBL1209820,3.3199998999999996,S(=O)(=O)(NCC(N1CCCCCC1)c1ccc(S(=O)(=O)CCC)cc1)c1ccc(C(F)(F)F)cc1,CCCS(=O)(=O)c1ccc(C(CNS(=O)(=O)c2ccc(C(F)(F)F)cc2)N2CCCCCC2)cc1
3577,CHEMBL282625,2.2,N=C(N)c1sc2c(c(/C=C/c3cc4OCOc4cc3)ccc2)c1,N=C(N)c1cc2c(/C=C/c3ccc4c(c3)OCO4)cccc2s1
3578,CHEMBL2158816,2.5999999,Clc1c(Cl)ccc(OC2CCN(CC3CN(C(C(=O)O)c4ccccc4)CCC3)CC2)c1,O=C(O)C(c1ccccc1)N1CCCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)C1
3579,CHEMBL260488,0.69,O=C(OCC)c1nnc(c(O)c1)-c1ccccc1,CCOC(=O)c1cc(O)c(-c2ccccc2)nn1
3580,CHEMBL2144949,1.6900001,n1(-c2ccncc2)nnc2c1cccc2,c1ccc2c(c1)nnn2-c1ccncc1
3581,CHEMBL1957851,2.8,O=C1N2C(N(Cc3cc(C)ccc3)C=C2)=NC(N2CCOCC2)=C1,Cc1cccc(Cn2ccn3c(=O)cc(N4CCOCC4)nc23)c1
3582,CHEMBL2205493,1.05,Oc1nc(N)nc(-c2ccc(O)cc2)c1,Nc1nc(O)cc(-c2ccc(O)cc2)n1
3583,CHEMBL168418,3.0,O=C(NCc1ccccc1)c1c(Oc2ccccc2)nccc1,O=C(NCc1ccccc1)c1cccnc1Oc1ccccc1
3584,CHEMBL474830,2.0,OC1CN(c2c(N)c(NCC(C)C)nc(C#N)n2)C1,CC(C)CNc1nc(C#N)nc(N2CC(O)C2)c1N
3585,CHEMBL1715438,1.1,O=C(N(C)C)N1CCC(C(=O)NCc2sccc2)CC1,CN(C)C(=O)N1CCC(C(=O)NCc2cccs2)CC1
3586,CHEMBL1762542,2.2,O=C(N1CCOCC1)c1cc(Nc2nc(N(C)c3c(C)ccc(CO)c3)ccn2)cc(N2CCOCC2)c1,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(C(=O)N3CCOCC3)cc(N3CCOCC3)c2)n1
3587,CHEMBL1209657,3.98,Clc1c(F)ccc(S(=O)(=O)NCC(N2CCCCCC2)c2ccccc2)c1,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1ccc(F)c(Cl)c1
3588,CHEMBL360106,4.099999899999999,O=[N+]([O-])c1ccc(CC(=O)N(CC)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,CCN(C(=O)Cc1ccc([N+](=O)[O-])cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1
3589,CHEMBL196516,2.97,Clc1ccc(-c2nn[nH]c2)cc1,Clc1ccc(-c2c[nH]nn2)cc1
3590,CHEMBL2335907,2.73,O=C(N[C@H](C)c1ccc(Nc2nc3c(OC)cc(-c4ccncc4)cc3cn2)cc1)C,COc1cc(-c2ccncc2)cc2cnc(Nc3ccc([C@@H](C)NC(C)=O)cc3)nc12
3591,CHEMBL84597,3.97,O=C1N(C)C(=O)c2c(N1C(C)C)cn(Cc1c3c(ccc1)cccc3)c2,CC(C)n1c(=O)n(C)c(=O)c2cn(Cc3cccc4ccccc34)cc21
3592,CHEMBL387675,-0.94,O=C(N[C@H](C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](CC(=O)c2c(N)cccc2)NC(=O)[C@H]([C@@H](CC(=O)O)C)NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCN)NC(=O)CNC1=O)CC(=O)O)[C@@H](NC(=O)[C@@H](NC(=O)CCCCCCCCC)Cc1c2c([nH]c1)cccc2)CC(=O)N,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C
3593,CHEMBL1088030,2.6800001,Fc1cnc([C@@H](Nc2nc(Nc3sc(C)cn3)cc(N3CCOCC3)n2)C)nc1,Cc1cnc(Nc2cc(N3CCOCC3)nc(N[C@@H](C)c3ncc(F)cn3)n2)s1
3594,CHEMBL258176,1.4400001,O=C(Nc1c(N)cccc1)c1ccc(-c2c(C)cc(CN3CCN(C(C)C)CC3)cn2)cc1,Cc1cc(CN2CCN(C(C)C)CC2)cnc1-c1ccc(C(=O)Nc2ccccc2N)cc1
3595,CHEMBL723,3.27,O(CCNCC(O)COc1c2c([nH]c3c2cccc3)ccc1)c1c(OC)cccc1,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
3596,CHEMBL2035017,3.5999999,NC1(c2ccc(-c3c(-c4ccccc4)cc4c(n3)cccc4)cc2)CCC1,NC1(c2ccc(-c3nc4ccccc4cc3-c3ccccc3)cc2)CCC1
3597,CHEMBL2177605,1.33,O=C(O)c1ccc(-n2c(c(C(=O)NC3C4CC5CC3CC(C4)C5)cn2)C2CCC2)cc1,O=C(O)c1ccc(-n2ncc(C(=O)NC3C4CC5CC(C4)CC3C5)c2C2CCC2)cc1
3598,CHEMBL606052,2.99,O(CCCN1CCOCC1)c1cc2ncnc(C3C(=O)Nc4c3ccc(C#N)c4)c2cc1,N#Cc1ccc2c(c1)NC(=O)C2c1ncnc2cc(OCCCN3CCOCC3)ccc12
3599,CHEMBL91023,3.9300001000000004,Clc1c(Cl)ccc(C2(O)CN(C(=O)Nc3ccc(CNC(=O)C(C)(C)C)cc3)CCC2)c1,CC(C)(C)C(=O)NCc1ccc(NC(=O)N2CCCC(O)(c3ccc(Cl)c(Cl)c3)C2)cc1
3600,CHEMBL513909,3.1400001,O=C(NC1CCN(C)CC1)c1cc(OC)c(Nc2nc3N([C@H](CC)C(=O)N(C)c3cn2)C2CCCC2)cc1,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1
3601,CHEMBL113690,2.3900001,O(C)c1c(OC)cc(Cc2n(CCCC)c3ncnc(N)c3n2)cc1OC,CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2)nc2c(N)ncnc21
